In Millions of USD except Per Share,,Q1 2005,,Q2 2005,,Q3 2005,,Q4 2005,,Q1 2006,,Q2 2006,,Q3 2006,,Q4 2006,,Q1 2007,,Q2 2007,,Q3 2007,,Q4 2007,,Q1 2008,,Q2 2008,,Q3 2008,,Q4 2008,,Q1 2009,,Q2 2009,,Q3 2009,,Q4 2009,,Q1 2010,,Q2 2010,,Q3 2010,,Q4 2010,,Q1 2011,,Q2 2011,,Q3 2011,,Q4 2011,,Q1 2012,,Q2 2012,,Q3 2012,,Q4 2012,,Q1 2013,,Q2 2013,,Q3 2013,,Q4 2013,,Q1 2014,,Q2 2014,
  Natural Gas Transmission,,1191,0.22084183200445,764,0.142937324602432,869,0.281959766385464,1231,0.405200789993417,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Crescent,,64,0.011867235305025,112,0.0209541627689429,105,0.0340687865022712,214,0.0704410796576695,71,0.0432136335970785,85,0.0288526816021724,66,0.0199576655579075,-1,-0.000352485019386676,0,,0,,0,,—,,0,,0,,0,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
Operating Income,,1584,1.0,748,1.0,1643,1.0,833,1.0,407,1.0,624,1.0,952,1.0,224,1.0,599,1.0,564,1.0,981,1.0,—,,821,1.0,665,1.0,500,1.0,289,1.0,674,1.0,0.000609,1.0,517,1.0,662,1.0,867,1.0,71,1.0,1144,1.0,886,1.0,814,1.0,679,1.0,767,1.0,627,1.0,495,1.0,786,1.0,1078,1.0,767,1.0,1215,1.0,821,1.0,1660,1.0,1075,1.0,1364,1.0,1292,1.0
  Regulated Utilities,,336,0.212121212121212,274,0.366310160427808,606,0.368837492391966,279,0.334933973589436,359,0.882063882063882,351,0.5625,678,0.71218487394958,423,1.88839285714286,574,0.958263772954925,452,0.801418439716312,760,0.774719673802243,—,,637,0.775883069427527,503,0.756390977443609,726,1.452,532,1.84083044982699,557,0.826409495548961,0.0005,0.821018062397373,716,1.38491295938104,548,0.827794561933535,744,0.858131487889273,671,9.45070422535211,946,0.826923076923077,605,0.682844243792325,602,0.73955773955774,508,0.748159057437408,604,0.78748370273794,552,0.880382775119617,290,0.585858585858586,601,0.764631043256997,1415,1.3126159554731,846,1.10299869621904,1222,1.00576131687243,759,0.924482338611449,1655,0.949512335054504,1155,0.959302325581395,1379,1.01099706744868,1264,0.978328173374613
  International Energy,,68,0.0429292929292929,86,0.114973262032086,63,0.0383444917833232,97,0.116446578631453,86,0.211302211302211,79,0.126602564102564,68,0.0714285714285714,-15,-0.0669642857142857,94,0.156928213689482,97,0.171985815602837,92,0.0937818552497452,—,,114,0.138855054811206,116,0.174436090225564,77,0.154,104,0.359861591695502,93,0.137982195845697,6.8e-05,0.111658456486043,100,0.193423597678917,104,0.157099697885196,140,0.161476355247982,126,1.77464788732394,110,0.0961538461538462,110,0.124153498871332,137,0.168304668304668,141,0.207658321060383,121,0.157757496740548,152,0.242424242424242,157,0.317171717171717,140,0.178117048346056,116,0.10760667903525,93,0.121251629726206,129,0.106172839506173,136,0.165651644336175,138,0.0791738382099828,146,0.121262458471761,151,0.110703812316716,115,0.0890092879256966
  Commercial Portfolio,,—,,-16,-0.0213903743315508,-11,-0.00669506999391357,1,0.00120048019207683,-26,-0.0638820638820639,20,0.032051282051282,57,0.0598739495798319,-19,-0.0848214285714286,13,0.0217028380634391,64,0.113475177304965,163,0.166156982670744,—,,146,0.177831912302071,235,0.353383458646617,-108,-0.216,-9,-0.0311418685121107,114,0.169139465875371,7.9e-05,0.129720853858785,-234,-0.452611218568665,68,0.102719033232628,129,0.14878892733564,-604,-8.50704225352113,188,0.164335664335664,58,0.0654627539503386,82,0.100737100737101,56,0.0824742268041237,62,0.0808344198174707,8,0.0127591706539075,50,0.101010101010101,43,0.0547073791348601,13,0.0120593692022263,-1,-0.00130378096479791,-81,-0.0666666666666667,50,0.0609013398294763,36,0.0206540447504303,-61,-0.0506644518272425,-107,-0.0784457478005865,-16,-0.0123839009287926
  Other,,-202,-0.127525252525253,-102,-0.136363636363636,-165,-0.100426049908704,-119,-0.142857142857143,-54,-0.132678132678133,—,,-151,-0.158613445378151,-182,-0.8125,-84,-0.140233722871452,-66,-0.117021276595745,-44,-0.0448521916411825,—,,-78,-0.095006090133983,-81,-0.121804511278195,-71,-0.142,-338,-1.16955017301038,-90,-0.13353115727003,-3.8e-05,-0.0623973727422003,-65,-0.125725338491296,-58,-0.0876132930513595,-146,-0.168396770472895,-122,-1.71830985915493,-100,-0.0874125874125874,113,0.127539503386005,-7,-0.0085995085995086,-26,-0.0382916053019146,-20,-0.0260756192959583,-85,-0.135566188197767,-2,-0.00404040404040404,2,0.00254452926208651,-466,-0.432282003710575,-171,-0.222946544980443,-55,-0.0452674897119342,-124,-0.151035322777101,-86,-0.0493402180149168,-36,-0.0299003322259136,-59,-0.0432551319648094,-71,-0.054953560371517
  Adjustment,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,-83,,-129,,—,,—,
  Field Services,,919,0.580176767676768,164,0.219251336898396,701,0.42665855143031,127,0.152460984393757,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Natural Gas Transmission,,411,0.259469696969697,304,0.406417112299465,329,0.200243457090688,344,0.41296518607443,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Crescent,,52,0.0328282828282828,38,0.0508021390374332,120,0.0730371272063299,104,0.12484993997599,42,0.103194103194103,174,0.278846153846154,300,0.315126050420168,17,0.0758928571428571,2,0.00333889816360601,17,0.0301418439716312,10,0.0101936799184506,—,,2,0.00243605359317905,-108,-0.162406015037594,-124,-0.248,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
Interest Expense,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,219,1.0,203,1.0,213,1.0,224,1.0,224,1.0,232,1.0,401,1.0,385,1.0,367,1.0,381,1.0,380,1.0,416,1.0,404,1.0,403,1.0
  Regulated Utilities,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,140,0.639269406392694,134,0.660098522167488,145,0.68075117370892,149,0.665178571428571,146,0.651785714285714,143,0.616379310344828,257,0.640897755610973,260,0.675324675324675,236,0.643051771117166,242,0.635170603674541,235,0.618421052631579,273,0.65625,270,0.668316831683168,275,0.682382133995037
  Other,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,39,0.178082191780822,36,0.177339901477833,43,0.2018779342723,39,0.174107142857143,43,0.191964285714286,46,0.198275862068966,107,0.266832917705736,101,0.262337662337662,95,0.258855585831063,105,0.275590551181102,108,0.284210526315789,101,0.242788461538462,97,0.24009900990099,92,0.228287841191067
  International Energy,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,16,0.0730593607305936,11,0.0541871921182266,4,0.0187793427230047,16,0.0714285714285714,16,0.0714285714285714,21,0.0905172413793103,23,0.057356608478803,16,0.0415584415584416,21,0.0572207084468665,17,0.0446194225721785,22,0.0578947368421053,26,0.0625,23,0.0569306930693069,23,0.0570719602977668
  Commercial Portfolio,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,24,0.10958904109589,22,0.108374384236453,21,0.0985915492957746,20,0.0892857142857143,19,0.0848214285714286,22,0.0948275862068965,14,0.0349127182044888,8,0.0207792207792208,15,0.0408719346049046,17,0.0446194225721785,15,0.0394736842105263,16,0.0384615384615385,14,0.0346534653465347,13,0.032258064516129
Pretax Income,,1584,1.0,748,1.0,1643,1.0,848,1.0,407,1.0,589,1.0,952,1.0,-231,,577,1.0,535,1.0,939,1.0,-276,,821,1.0,665,1.0,500,1.0,289,1.0,674,1.0,0.000609,1.0,517,1.0,662,1.0,867,1.0,71,1.0,1144,1.0,886,1.0,938,1.0,633,1.0,677,1.0,627,1.0,495,1.0,663,1.0,842,1.0,546,1.0,964,1.0,510,1.0,1369,1.0,870,1.0,1091,1.0,1011,1.0
  Regulated Utilities,,336,0.212121212121212,274,0.366310160427808,606,0.368837492391966,279,0.329009433962264,359,0.882063882063882,351,0.595925297113752,678,0.71218487394958,-108,0.467532467532467,574,0.994800693240901,452,0.844859813084112,760,0.80937167199148,-349,1.26449275362319,637,0.775883069427527,503,0.756390977443609,726,1.452,532,1.84083044982699,557,0.826409495548961,0.0005,0.821018062397373,716,1.38491295938104,548,0.827794561933535,744,0.858131487889273,671,9.45070422535211,946,0.826923076923077,605,0.682844243792325,712,0.759061833688699,441,0.696682464454976,531,0.784342688330872,552,0.880382775119617,290,0.585858585858586,520,0.784313725490196,1261,1.49762470308789,700,1.28205128205128,1047,1.08609958506224,565,1.1078431372549,1477,1.07496360989811,937,0.941708542713568,1178,1.07974335472044,1051,1.03956478733927
  International Energy,,68,0.0429292929292929,86,0.114973262032086,63,0.0383444917833232,97,0.11438679245283,86,0.211302211302211,24,0.0407470288624788,68,0.0714285714285714,-105,0.454545454545455,94,0.162911611785095,97,0.181308411214953,92,0.0979765708200213,-204,0.739130434782609,114,0.138855054811206,116,0.174436090225564,77,0.154,104,0.359861591695502,93,0.137982195845697,6.8e-05,0.111658456486043,100,0.193423597678917,104,0.157099697885196,140,0.161476355247982,126,1.77464788732394,110,0.0961538461538462,110,0.124153498871332,180,0.191897654584222,185,0.292259083728278,169,0.249630723781388,152,0.242424242424242,157,0.317171717171717,155,0.233785822021116,139,0.165083135391924,112,0.205128205128205,141,0.146265560165975,133,0.26078431372549,164,0.119359534206696,150,0.150753768844221,185,0.169569202566453,144,0.142433234421365
  Commercial Portfolio,,—,,-16,-0.0213903743315508,-11,-0.00669506999391357,-74,-0.0872641509433962,-26,-0.0638820638820639,20,0.033955857385399,57,0.0598739495798319,90,-0.38961038961039,-9,-0.0155979202772964,35,0.0654205607476635,121,0.128860489882854,22,-0.0797101449275362,146,0.177831912302071,235,0.353383458646617,-108,-0.216,-9,-0.0311418685121107,114,0.169139465875371,7.9e-05,0.129720853858785,-234,-0.452611218568665,68,0.102719033232628,129,0.14878892733564,-604,-8.50704225352113,188,0.164335664335664,58,0.0654627539503386,91,0.0970149253731343,43,0.0679304897314376,45,0.0664697193500739,8,0.0127591706539075,50,0.101010101010101,38,0.057315233785822,0,,4,0.00732600732600733,-85,-0.0881742738589212,33,0.0647058823529412,-63,-0.0458515283842795,-73,-0.0733668341708543,-116,-0.106324472960587,-24,-0.0237388724035608
  Other,,-202,-0.127525252525253,-102,-0.136363636363636,-165,-0.100426049908704,-64,-0.0754716981132075,-54,-0.132678132678133,20,0.033955857385399,-151,-0.158613445378151,406,-1.75757575757576,-84,-0.145580589254766,-66,-0.123364485981308,-44,-0.0468583599574015,255,-0.923913043478261,-78,-0.095006090133983,-81,-0.121804511278195,-71,-0.142,-338,-1.16955017301038,-90,-0.13353115727003,-3.8e-05,-0.0623973727422003,-65,-0.125725338491296,-58,-0.0876132930513595,-146,-0.168396770472895,-122,-1.71830985915493,-100,-0.0874125874125874,113,0.127539503386005,-45,-0.0479744136460554,-36,-0.0568720379146919,-68,-0.100443131462334,-85,-0.135566188197767,-2,-0.00404040404040404,-50,-0.0754147812971342,-558,-0.66270783847981,-270,-0.494505494505495,-139,-0.144190871369295,-221,-0.433333333333333,-204,-0.148471615720524,-19,-0.0190954773869347,-156,-0.142988084326306,-160,-0.158259149357072
  Adjustment,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,-125,,—,,—,
  Field Services,,919,0.580176767676768,164,0.219251336898396,701,0.42665855143031,162,0.191037735849057,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Natural Gas Transmission,,411,0.259469696969697,304,0.406417112299465,329,0.200243457090688,344,0.405660377358491,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Crescent,,52,0.0328282828282828,38,0.0508021390374332,120,0.0730371272063299,104,0.122641509433962,42,0.103194103194103,174,0.295415959252971,300,0.315126050420168,-514,2.22510822510823,2,0.00346620450606586,17,0.0317757009345794,10,0.0106496272630458,—,,2,0.00243605359317905,-108,-0.162406015037594,-124,-0.248,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Reconciliation,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,-5,,—,,—,,—,
Income Taxes,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,233,1.0,192,1.0,208,1.0,119,1.0,103,1.0,214,1.0,248,1.0,140,1.0,330,1.0,165,1.0,423,1.0,253,1.0,339,1.0,283,1.0
  Regulated Utilities,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,183,0.785407725321888,144,0.75,194,0.932692307692308,153,1.28571428571429,70,0.679611650485437,183,0.855140186915888,470,1.89516129032258,218,1.55714285714286,391,1.18484848484848,212,1.28484848484848,554,1.3096926713948,365,1.44268774703557,441,1.30088495575221,362,1.2791519434629
  Commercial Portfolio,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,17,0.0729613733905579,6,0.03125,20,0.0961538461538462,-45,-0.378151260504202,8,0.0776699029126214,10,0.0467289719626168,-13,-0.0524193548387097,-12,-0.0857142857142857,-43,-0.13030303030303,-8,-0.0484848484848485,-35,-0.08274231678487,-44,-0.173913043478261,-84,-0.247787610619469,-3,-0.0106007067137809
  International Energy,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,48,0.206008583690987,55,0.286458333333333,51,0.245192307692308,42,0.352941176470588,49,0.475728155339806,46,0.214953271028037,34,0.137096774193548,20,0.142857142857143,42,0.127272727272727,42,0.254545454545455,44,0.104018912529551,38,0.150197628458498,51,0.150442477876106,-5,-0.0176678445229682
  Other,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,-15,-0.0643776824034335,-13,-0.0677083333333333,-57,-0.274038461538462,-31,-0.260504201680672,-24,-0.233009708737864,-25,-0.116822429906542,-243,-0.979838709677419,-86,-0.614285714285714,-60,-0.181818181818182,-81,-0.490909090909091,-140,-0.33096926713948,-106,-0.41897233201581,-69,-0.20353982300885,-71,-0.250883392226148
Net Income,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,511,1.0,435,1.0,471,1.0,288,1.0,293,1.0,445,1.0,590,1.0,404,1.0,634,1.0,342,1.0,1004,1.0,688,1.0,-97,,612,1.0
  Regulated Utilities,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,341,0.667318982387476,297,0.682758620689655,337,0.715498938428875,206,0.715277777777778,136,0.464163822525597,337,0.757303370786517,790,1.33898305084746,481,1.19059405940594,656,1.03470031545741,353,1.03216374269006,923,0.919322709163347,572,0.831395348837209,737,0.985294117647059,689,1.12581699346405
  International Energy,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,128,0.250489236790607,127,0.291954022988506,115,0.24416135881104,96,0.333333333333333,142,0.484641638225256,105,0.235955056179775,103,0.174576271186441,89,0.22029702970297,97,0.152996845425868,87,0.254385964912281,116,0.115537848605578,108,0.156976744186047,130,0.17379679144385,146,0.238562091503268
  Other,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,-7,-0.0136986301369863,-19,-0.0436781609195402,-5,-0.0106157112526539,-45,-0.15625,-16,-0.0546075085324232,-25,-0.0561797752808989,-315,-0.533898305084746,-182,-0.450495049504951,-77,-0.121451104100946,-139,-0.406432748538012,-7,-0.00697211155378486,37,0.0537790697674419,-87,-0.116310160427807,-103,-0.168300653594771
  Commercial Portfolio,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,49,0.0958904109589041,30,0.0689655172413793,24,0.0509554140127389,31,0.107638888888889,31,0.10580204778157,28,0.0629213483146067,12,0.0203389830508475,16,0.0396039603960396,-42,-0.0662460567823344,41,0.119883040935673,-28,-0.0278884462151394,-29,-0.0421511627906977,-32,-0.0427807486631016,-120,-0.196078431372549
  Adjustment,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,-845,,—,
Total Operating Expense,,4541,1.0,4506,1.0,2121,1.0,2108,1.0,1282,1.0,2668,1.0,2654,1.0,2655,1.0,2436,1.0,2476,1.0,2758,1.0,—,,2604,1.0,2579,1.0,2851,1.0,2646,1.0,2631,1.0,2385,1.0,—,,2515,1.0,2833,1.0,3301,1.0,2913,1.0,2764,1.0,2849,1.0,2855,1.0,3197,1.0,2851,1.0,3135,1.0,2791,1.0,5644,1.0,4928,1.0,4683,1.0,5058,1.0,4557,1.0,3195,1.0,4901,1.0,4419,1.0
  Regulated Utilities,,931,0.197287560923925,959,0.209571678321678,1026,0.468279324509356,1043,0.422952149229521,938,0.720983858570331,1791,0.662842339008142,1814,0.671603109959274,1776,0.679938744257274,1835,0.745329000812348,1812,0.717339667458432,2005,0.720186781609195,—,,1999,0.760654490106545,1939,0.745196003074558,2003,0.677375718633751,1948,0.728224299065421,1974,0.742384355020684,1692,0.698019801980198,—,,1764,0.692036092585328,1998,0.698601398601399,1812,0.544471153846154,2065,0.702380952380952,2012,0.686455134766291,2081,0.72206800832755,550,0.190707350901526,2323,0.722550544323484,1981,0.689763231197772,2382,0.75070910809959,460,0.162544169611307,4433,0.77703768624014,4029,0.811807374571832,3840,0.812526449428692,4165,0.816826828789959,4131,0.899020674646355,3990,0.81048141377209,4427,0.897971602434077,4019,0.902334979793444
  International Energy,,119,0.0252172070353889,127,0.0277534965034965,139,0.0634413509812871,151,0.0612327656123277,154,0.11837048424289,231,0.0854922279792746,187,0.0692336171788227,266,0.101837672281776,165,0.0670186839967506,185,0.0732383214568488,211,0.0757902298850575,—,,212,0.0806697108066971,254,0.0976172175249808,250,0.084545147108556,183,0.068411214953271,161,0.0605490786009778,225,0.0928217821782178,—,,240,0.0941545704197725,218,0.0762237762237762,207,0.0621995192307692,180,0.0612244897959184,201,0.0685772773797339,211,0.0732130464954892,265,0.0918862690707351,239,0.0743390357698289,231,0.0804317548746518,245,0.0772139930664986,257,0.0908127208480565,266,0.0466257668711656,275,0.0554100342534757,263,0.0556495979686839,270,0.052951559129241,232,0.0504896626768226,235,0.0477351208612635,231,0.0468559837728195,254,0.0570273911091154
  Other,,256,0.0542487815215088,252,0.0550699300699301,293,0.133728890917389,153,0.062043795620438,107,0.0822444273635665,184,0.0680977054034049,211,0.0781192151055165,205,0.0784839203675345,100,0.0406173842404549,134,0.0530482977038797,83,0.0298132183908046,—,,94,0.0357686453576865,127,0.0488086087624904,90,0.0304362529590801,118,0.0441121495327103,88,0.0330951485520872,94,0.0387788778877888,—,,106,0.0415849352687328,186,0.065034965034965,154,0.0462740384615385,142,0.0482993197278912,174,0.0593654042988741,26,0.00902151283830673,27,0.0093619972260749,26,0.00808709175738725,108,0.0376044568245125,16,0.00504254648597542,14,0.0049469964664311,484,0.0848378615249781,190,0.0382832963933105,90,0.019043588658485,156,0.0305942341635615,128,0.0278563656147987,75,0.0152346130408288,84,0.0170385395537525,101,0.0226762460709475
  Commercial Portfolio,,—,,52,0.0113636363636364,89,0.0406207211319032,35,0.0141930251419303,41,0.0315142198308993,436,0.161361954108068,452,0.1673454276194,363,0.138973966309342,362,0.147034930950447,395,0.156373713380839,485,0.174209770114943,—,,323,0.122907153729072,282,0.108378170637971,614,0.207642881298613,426,0.159252336448598,436,0.16397141782625,413,0.170379537953795,—,,439,0.172224401726167,458,0.16013986013986,1155,0.347055288461538,553,0.188095238095238,544,0.185602183555101,564,0.195697432338654,2042,0.708044382801664,627,0.1950233281493,552,0.192200557103064,530,0.167034352347936,2099,0.741696113074205,522,0.091498685363716,469,0.0944992947813822,533,0.112780363944139,508,0.0996273779172387,104,0.0226332970620239,623,0.126548852325818,188,0.0381338742393509,80,0.017961383026493
  Reconciliation,,-178,,-70,,-70,,-358,,-19,,-34,,-47,,43,,-26,,-50,,-26,,—,,-24,,-23,,-106,,-29,,-28,,-39,,—,,-34,,-27,,-27,,-27,,-167,,-33,,-29,,-18,,-21,,-38,,-39,,-61,,-35,,-43,,-41,,-38,,-1728,,-29,,-35,
  Field Services,,2573,0.545242636151727,2637,0.576267482517482,0,,4,0.0016220600162206,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Natural Gas Transmission,,789,0.167196439923713,470,0.10270979020979,549,0.250570515746235,906,0.367396593673966,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Crescent,,51,0.0108073744437381,79,0.017263986013986,95,0.0433591967138293,174,0.0705596107055961,61,0.0468870099923136,60,0.0222057735011103,37,0.0136986301369863,2,0.000765696784073507,0,,0,,0,,—,,0,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
Adjusted Operating Income,,896,1.0,719,1.0,1643,1.0,848,1.0,412,1.0,569,1.0,725,1.0,415,1.0,657,1.0,566,1.0,972,1.0,754,1.0,785,1.0,670,1.0,826,1.0,464,1.0,703,1.0,672,1.0,941,1.0,714,1.0,913,1.0,847,1.0,1164,1.0,648,1.0,953,1.0,805,1.0,1195,1.0,664,1.0,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Field Services,,149,0.166294642857143,142,0.19749652294854,701,0.42665855143031,162,0.191037735849057,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Other,,-120,-0.133928571428571,-109,-0.151599443671766,-165,-0.100426049908704,-64,-0.0754716981132075,-49,-0.118932038834951,—,,-132,-0.182068965517241,-86,-0.207228915662651,-52,-0.0791476407914764,-42,-0.0742049469964664,-49,-0.0504115226337448,-167,-0.221485411140584,-67,-0.0853503184713376,-69,-0.102985074626866,-60,-0.0726392251815981,-1,-0.0021551724137931,-50,-0.0711237553342817,-37,-0.0550595238095238,-57,-0.0605738575982997,-56,-0.0784313725490196,-71,-0.0777656078860898,-39,-0.0460448642266824,-47,-0.0403780068728522,-121,-0.186728395061728,-34,-0.0356768100734523,-52,-0.0645962732919255,-61,-0.0510460251046025,-46,-0.0692771084337349,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Natural Gas Transmission,,411,0.458705357142857,304,0.422809457579972,329,0.200243457090688,344,0.405660377358491,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  International Energy,,68,0.0758928571428571,86,0.119610570236439,63,0.0383444917833232,97,0.11438679245283,86,0.20873786407767,24,0.0421792618629174,68,0.0937931034482759,80,0.192771084337349,94,0.143074581430746,97,0.171378091872792,92,0.0946502057613169,128,0.169761273209549,114,0.145222929936306,116,0.173134328358209,77,0.0932203389830508,81,0.174568965517241,93,0.132290184921764,94,0.139880952380952,100,0.106269925611052,122,0.170868347338936,140,0.153340635268346,126,0.148760330578512,110,0.0945017182130584,110,0.169753086419753,180,0.18887722980063,179,0.222360248447205,168,0.140585774058577,152,0.228915662650602,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Commercial Power,,—,,-16,-0.0222531293463143,-11,-0.00669506999391357,-74,-0.0872641509433962,-26,-0.0631067961165049,20,0.0351493848857645,57,0.0786206896551724,-19,-0.0457831325301205,39,0.0593607305936073,42,0.0742049469964664,159,0.16358024691358,181,0.240053050397878,99,0.126114649681529,128,0.191044776119403,93,0.112590799031477,-55,-0.118534482758621,103,0.14651493598862,115,0.171130952380952,182,0.193411264612115,100,0.140056022408964,100,0.109529025191676,89,0.105076741440378,155,0.133161512027491,54,0.0833333333333333,95,0.099685204616999,59,0.0732919254658385,145,0.121338912133891,6,0.00903614457831325,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Crescent,,52,0.0580357142857143,38,0.0528511821974965,120,0.0730371272063299,104,0.122641509433962,42,0.101941747572816,174,0.305799648506151,54,0.0744827586206896,17,0.0409638554216867,2,0.0030441400304414,17,0.0300353356890459,10,0.0102880658436214,—,,2,0.00254777070063694,-8,-0.0119402985074627,-10,-0.0121065375302663,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  U.S. Franchised Electric and Gas,,336,0.375,274,0.381084840055633,606,0.368837492391966,279,0.329009433962264,359,0.871359223300971,351,0.616871704745167,678,0.935172413793103,423,1.01927710843373,574,0.873668188736682,452,0.798586572438163,760,0.781893004115226,612,0.811671087533157,637,0.811464968152866,503,0.750746268656716,726,0.878934624697337,439,0.946120689655172,557,0.792318634423898,500,0.744047619047619,716,0.760892667375133,548,0.767507002801121,744,0.814895947426068,671,0.792207792207792,946,0.812714776632302,605,0.933641975308642,712,0.747114375655824,619,0.768944099378882,943,0.789121338912134,552,0.831325301204819,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
