In Millions of USD except Per Share,,Q1 2005,,Q2 2005,,Q3 2005,,Q4 2005,,Q1 2006,,Q2 2006,,Q3 2006,,Q4 2006,,Q1 2007,,Q2 2007,,Q3 2007,,Q4 2007,,Q1 2008,,Q2 2008,,Q3 2008,,Q4 2008,,Q1 2009,,Q2 2009,,Q3 2009,,Q4 2009,,Q1 2010,,Q2 2010,,Q3 2010,,Q4 2010,,Q1 2011,,Q2 2011,,Q3 2011,,Q4 2011,,Q1 2012,,Q2 2012,,Q3 2012,,Q4 2012,,Q1 2013,,Q2 2013,,Q3 2013,,Q4 2013,,Q1 2014,,Q2 2014,
Adjusted Net Income,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,521,1.0,439,1.0,666,1.0,315,1.0,506,1.0,456,1.0,1025,1.0,496,1.0,716,1.0,617,1.0,1033,1.0,706,1.0,829,1.0,786,1.0
  Regulated Utilities,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,341,0.654510556621881,297,0.676537585421412,472,0.708708708708709,206,0.653968253968254,344,0.679841897233202,337,0.739035087719298,907,0.884878048780488,498,1.00403225806452,656,0.916201117318436,590,0.956239870340357,923,0.89351403678606,607,0.859773371104816,737,0.889022919179735,689,0.876590330788804
  International Energy,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,128,0.245681381957774,127,0.289293849658314,115,0.172672672672673,96,0.304761904761905,142,0.280632411067194,105,0.230263157894737,103,0.100487804878049,89,0.179435483870968,97,0.135474860335196,87,0.141004862236629,116,0.112294288480155,108,0.152974504249292,130,0.156815440289505,146,0.185750636132316
  Commercial Portfolio,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,52,0.0998080614203455,30,0.0683371298405467,74,0.111111111111111,30,0.0952380952380952,30,0.0592885375494071,32,0.0701754385964912,31,0.0302439024390244,0,,6,0.00837988826815642,-3,-0.00486223662884927,15,0.0145208131655373,-3,-0.00424929178470255,10,0.0120627261761158,16,0.0203562340966921
  Other,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,0,,-15,-0.0341685649202733,5,0.00750750750750751,-17,-0.053968253968254,-10,-0.0197628458498024,-18,-0.0394736842105263,-16,-0.015609756097561,-91,-0.183467741935484,-43,-0.0600558659217877,-57,-0.0923824959481361,-21,-0.0203291384317522,-6,-0.0084985835694051,-48,-0.0579010856453559,-65,-0.0826972010178117
Adjusted EPS,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,1.13,1.0,1.02,1.0,1.47,1.0,0.7,1.0,1.02,1.0,0.87,1.0,1.46,1.0,1,1.0,1.17,1.0,1.02,1.0
  Regulated Utilities,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,0.77,0.68141592920354,0.75,0.735294117647059,1.3,0.884353741496599,0.71,1.01428571428571,0.93,0.911764705882353,0.84,0.96551724137931,1.31,0.897260273972603,0.86,0.86,1.04,0.888888888888889,0.97,0.950980392156863
  International Energy,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,0.07,0.0619469026548673,0.24,0.235294117647059,0.15,0.102040816326531,0.13,0.185714285714286,0.14,0.137254901960784,0,,0.16,0.10958904109589,0.15,0.15,0.18,0.153846153846154,0.21,0.205882352941176
  Commercial Portfolio,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,0.32,0.283185840707965,0.07,0.0686274509803922,0.04,0.0272108843537415,0,,0.01,0.00980392156862745,0.12,0.137931034482759,0.02,0.0136986301369863,0,,0.01,0.00854700854700855,-0.03,-0.0294117647058823
  Other,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,-0.03,-0.0265486725663717,-0.04,-0.0392156862745098,-0.02,-0.0136054421768707,-0.14,-0.2,-0.06,-0.0588235294117647,-0.09,-0.103448275862069,-0.03,-0.0205479452054795,-0.01,-0.01,-0.06,-0.0512820512820513,-0.13,-0.127450980392157
Goodwill,,—,,—,,—,,—,,—,,8042,1.0,8212,1.0,8175,1.0,4659,1.0,4642,1.0,4647,1.0,—,,4650,1.0,4654,1.0,4705,1.0,4720,1.0,4721,1.0,4741,1.0,—,,4350,1.0,4349,1.0,3848,1.0,3857,1.0,3858,1.0,3862,1.0,3868,1.0,3847,1.0,3849,1.0,3853,1.0,3842,1.0,16180,1.0,16365,1.0,16371,1.0,16345,1.0,16345,1.0,16340,1.0,16342,1.0,16343,1.0
  Regulated Utilities,,—,,—,,—,,—,,—,,—,,—,,3500,0.428134556574924,3500,0.751234170422837,3484,0.750538560965101,3484,0.749731009253282,—,,3478,0.747956989247312,3478,0.747314138375591,3477,0.739001062699256,3500,0.741525423728814,3500,0.741368354162254,3500,0.738240877452014,—,,3483,0.800689655172414,3483,0.800873764083697,3483,0.90514553014553,3483,0.903033445683173,3483,0.902799377916019,3483,0.901864319005697,3483,0.900465356773526,3483,0.905380816220432,3483,0.904910366328917,3483,0.9039709317415,3483,0.906559083810515,15825,0.978059332509271,15950,0.974641002138711,15960,0.974894630749496,15950,0.975833588253288,15950,0.975833588253288,15950,0.976132190942473,15950,0.976012727940277,15950,0.975953007403782
  International Energy,,—,,—,,—,,—,,—,,267,0.033200696344193,267,0.032513395031661,267,0.0326605504587156,272,0.0583816269585748,279,0.0601034037052994,285,0.0613298902517753,—,,303,0.0651612903225806,307,0.0659647614954878,285,0.0605738575982997,260,0.0550847457627119,261,0.0552848972675281,281,0.0592701961611474,—,,298,0.0685057471264368,297,0.0682915612784548,296,0.0769230769230769,305,0.0790770028519575,306,0.0793157076205288,310,0.0802692905230451,316,0.0816959669079628,295,0.0766831297114635,297,0.0771628994544037,301,0.0781209447184012,290,0.075481520041645,293,0.0181087762669963,353,0.0215704246868317,347,0.0211960173477491,331,0.0202508412358519,331,0.0202508412358519,326,0.0199510403916769,328,0.0200709827438502,329,0.0201309429113382
  Commercial Portfolio,,—,,—,,—,,—,,—,,—,,—,,885,0.108256880733945,887,0.190384202618588,879,0.189358035329599,878,0.188939100494943,—,,869,0.186881720430108,869,0.186721100128921,943,0.200425079702444,960,0.203389830508475,960,0.203346748570218,960,0.202488926386838,—,,569,0.130804597701149,569,0.130834674637848,69,0.0179313929313929,69,0.0178895514648691,69,0.0178849144634526,69,0.0178663904712584,69,0.0178386763185109,69,0.017936054068105,69,0.0179267342166797,69,0.0179081235400986,69,0.0179593961478397,62,0.003831891223733,62,0.00378857317445768,64,0.00390935190275487,64,0.00391557051085959,64,0.00391557051085959,64,0.00391676866585067,64,0.00391628931587321,64,0.00391604968488038
  Other,,—,,—,,—,,—,,—,,4128,0.513305147973141,4312,0.52508524111057,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,0,,—,,—,,—,,—,,—,,—,
  Natural Gas Transmission,,—,,—,,—,,—,,—,,3640,0.452623725441432,3633,0.442401363857769,3523,0.430948012232416,0,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Crescent,,—,,—,,—,,—,,—,,7,0.000870430241233524,0,,0,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
Assets,,—,,—,,—,,45321,1.0,48020,1.0,66100,1.0,66008,1.0,67496,1.0,48178,1.0,48432,1.0,49155,1.0,49471,1.0,49707,1.0,51374,1.0,52622,1.0,3641,1.0,53258,1.0,0.054416,1.0,59000,1.0,56911,1.0,57436,1.0,56115,1.0,57658,1.0,59069,1.0,58892,1.0,59667,1.0,60675,1.0,62416,1.0,61799,1.0,62990,1.0,111812,1.0,113686,1.0,113600,1.0,114100,1.0,114590,1.0,114779,1.0,113792,1.0,115173,1.0
  Regulated Utilities,,—,,—,,—,,18739,0.413472783036561,18821,0.391940857975843,29408,0.444901664145234,29983,0.45423282026421,34346,0.508859784283513,34233,0.710552534351779,34550,0.713371324743971,35239,0.716895534533618,35950,0.726688362879263,36258,0.729434486088478,37513,0.730194261688792,38702,0.73547185587777,2398,0.658610271903323,39509,0.741841601261782,0.040542,0.745038224051749,41233,0.698864406779661,42763,0.751401310818647,43454,0.756563827564594,42525,0.757818765036087,43819,0.759981268861216,45210,0.765376085594813,45227,0.767965088636827,46070,0.772118591516249,46827,0.77176761433869,47977,0.768665085875417,47790,0.77376422777391,48451,0.769185585013494,96919,0.86680320538046,98162,0.86344844571891,98419,0.866570399654848,98908,0.867933800171993,99269,0.867372081644065,99884,0.871656587341065,100097,0.881011477256724,101070,0.878930708223181
  Commercial Portfolio,,—,,—,,—,,1619,0.0357229540389665,—,,8036,0.121573373676248,7554,0.114440673857714,6826,0.101131918928529,6711,0.139295944206899,6669,0.137698216055501,6680,0.13589665344319,6844,0.138343676093065,6818,0.137163779749331,7047,0.137170553198116,7544,0.143362091900726,264,0.0725075528700906,7493,0.140692478125352,0.007582,0.139334019406057,7191,0.121881355932203,7345,0.129061165679746,7321,0.127463611672122,6765,0.120556001069233,6974,0.120954594332096,6704,0.113494387919213,6601,0.112086531277593,6654,0.111518930061843,6739,0.111067161104244,6939,0.111173417072546,6884,0.111458316467788,7268,0.115383394189554,6897,0.0616838979715952,6992,0.0615027356050877,6937,0.0610796580173105,6907,0.0606100493164148,6852,0.059869984621837,6955,0.0606941208297336,5666,0.0498697366568089,5652,0.0491512453040212
  International Energy,,—,,—,,—,,2962,0.0653560159749344,3406,0.0709287796751354,3297,0.0498789712556732,3230,0.0489334626105927,3332,0.0493658883489392,3324,0.0689941467059654,3458,0.071399074991741,3585,0.0729325602685383,3707,0.0749327889066322,3719,0.0748184360351661,3922,0.0763421185813836,3608,0.0685644787351298,411,0.1128810766273,3308,0.0621127342371099,0.003708,0.0681417230226404,7191,0.121881355932203,4067,0.0714624589270967,4097,0.0713315690507696,4027,0.0717633431346342,4226,0.0732942523153769,4310,0.072965514906296,4510,0.0765808598791007,4745,0.0795246953927632,4379,0.072171405026782,4539,0.0727217380158934,4752,0.0769392678464453,4678,0.0742657564692808,4790,0.0428397667513326,5406,0.0475520292736133,5521,0.0486119059987849,5480,0.0480878920303972,5669,0.0495334125541731,4998,0.0436159907846166,5064,0.0445711871567385,5463,0.0475076527062752
  Other,,—,,—,,—,,294,0.00648705897928113,4021,0.0837359433569346,3249,0.0491527987897126,4409,0.0667949339474003,3810,0.056447789498637,3734,0.0775042550541741,3563,0.0735670630987777,3452,0.0702268334859119,2970,0.0600351721210406,2704,0.0543987768322369,2768,0.0538793942461167,2768,0.0526015734863745,568,0.156001098599286,2948,0.0553531863757557,0.002584,0.0474860335195531,3385,0.0573728813559322,2736,0.0480750645745111,2564,0.0446409917125148,2798,0.0498618907600463,2639,0.0457698844913108,2845,0.048164011579678,2554,0.0433675202064797,2198,0.0368377830291451,2730,0.0449938195302843,2961,0.0474397590361446,2337,0.0378381879118566,2593,0.0411652643276711,3206,0.0286731298966122,3126,0.027496789402389,2696,0.0237380363290571,2663,0.0233682584811948,2658,0.0232245211799245,2754,0.0240333010445847,2789,0.0245475989297282,2807,0.0244103937665229
  Adjustment,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,36,,—,,—,,—,,27,,142,,142,,188,,176,,181,
  Field Services,,—,,—,,—,,1377,0.0303832660356126,1415,0.0294668887963349,1444,0.0218456883509834,1455,0.0220427826930069,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Natural Gas Transmission,,—,,—,,—,,18823,0.415326228459213,18695,0.389316951270304,18968,0.28695915279879,19214,0.291085928978306,19002,0.281527794239659,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Crescent,,—,,—,,—,,1507,0.0332516934754308,1662,0.0346105789254477,1698,0.0256883509833585,163,0.00246939764876985,180,0.00266682470072301,176,0.00365311968118228,192,0.00396432111000991,199,0.00404841826874174,—,,208,0.00418452129478745,124,0.00241367228559193,0,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
Depreciation and Amortization,,—,,531,1.0,382,1.0,421,1.0,438,1.0,604,1.0,610,1.0,563,1.0,461,1.0,487,1.0,546,1.0,—,,452,1.0,456,1.0,479,1.0,447,1.0,463,1.0,454,1.0,—,,451,1.0,506,1.0,473,1.0,502,1.0,513,1.0,504,1.0,487,1.0,517,1.0,518,1.0,544,1.0,533,1.0,788,1.0,787,1.0,762,1.0,782,1.0,821,1.0,864,1.0,884,1.0,864,1.0
  Regulated Utilities,,—,,240,0.519480519480519,248,0.610837438423645,219,0.577836411609499,232,0.84981684981685,358,0.806306306306306,363,0.821266968325792,327,0.815461346633417,361,0.833718244803695,363,0.826879271070615,393,0.829113924050633,—,,332,0.803874092009685,333,0.796650717703349,344,0.796296296296296,317,0.778869778869779,322,0.777777777777778,319,0.783783783783784,—,,310,0.769230769230769,357,0.782894736842105,326,0.765258215962441,350,0.782997762863535,353,0.772428884026258,347,0.76431718061674,333,0.762013729977117,352,0.773626373626374,351,0.763043478260869,368,0.74949083503055,362,0.762105263157895,545,0.818318318318318,552,0.825112107623318,536,0.744444444444444,556,0.820058997050148,586,0.87202380952381,628,0.841823056300268,677,0.896688741721854,688,0.902887139107612
  Reconciliation,,—,,69,,-24,,42,,165,,160,,168,,162,,28,,48,,72,,—,,39,,38,,47,,40,,49,,47,,—,,48,,50,,47,,55,,56,,50,,50,,62,,58,,53,,58,,122,,118,,42,,104,,149,,118,,129,,102,
  Other,,—,,11,0.0238095238095238,10,0.0246305418719212,10,0.0263852242744063,10,0.0366300366300366,13,0.0292792792792793,15,0.0339366515837104,13,0.0324189526184539,13,0.0300230946882217,13,0.0296127562642369,17,0.0358649789029536,—,,17,0.0411622276029056,22,0.0526315789473684,23,0.0532407407407407,24,0.058968058968059,18,0.0434782608695652,20,0.0491400491400491,—,,21,0.0521091811414392,20,0.043859649122807,24,0.0563380281690141,22,0.0492170022371365,23,0.050328227571116,27,0.0594713656387665,24,0.0549199084668192,24,0.0527472527472527,28,0.0608695652173913,43,0.0875763747454175,30,0.0631578947368421,38,0.0570570570570571,36,0.0538116591928251,95,0.131944444444444,36,0.0530973451327434,33,0.0491071428571429,31,0.0415549597855228,28,0.0370860927152318,28,0.036745406824147
  International Energy,,—,,16,0.0346320346320346,17,0.041871921182266,16,0.0422163588390501,17,0.0622710622710623,18,0.0405405405405405,18,0.0407239819004525,20,0.0498753117206983,18,0.0415704387990762,20,0.0455580865603645,20,0.0421940928270042,—,,21,0.0508474576271186,21,0.0502392344497608,22,0.0509259259259259,20,0.0491400491400491,19,0.0458937198067633,19,0.0466830466830467,—,,21,0.0521091811414392,21,0.0460526315789474,21,0.0492957746478873,21,0.0469798657718121,23,0.050328227571116,21,0.0462555066079295,22,0.0503432494279176,23,0.0505494505494506,24,0.0521739130434783,24,0.0488798370672098,25,0.0526315789473684,25,0.0375375375375375,25,0.0373692077727952,26,0.0361111111111111,24,0.0353982300884956,25,0.037202380952381,25,0.0335120643431635,23,0.0304635761589404,27,0.0354330708661417
  Commercial Portfolio,,—,,15,0.0324675324675325,15,0.0369458128078818,15,0.0395778364116095,14,0.0512820512820513,55,0.123873873873874,45,0.101809954751131,41,0.102244389027431,41,0.0946882217090069,43,0.0979498861047836,44,0.0928270042194093,—,,43,0.104116222760291,42,0.100478468899522,43,0.099537037037037,46,0.113022113022113,55,0.132850241545894,49,0.12039312039312,—,,51,0.126550868486352,58,0.12719298245614,55,0.129107981220657,54,0.120805369127517,58,0.12691466083151,59,0.129955947136564,58,0.132723112128146,56,0.123076923076923,57,0.123913043478261,56,0.114052953156823,58,0.122105263157895,58,0.0870870870870871,56,0.0837070254110613,63,0.0875,62,0.0914454277286136,28,0.0416666666666667,62,0.0831099195710456,27,0.0357615894039735,19,0.0249343832020997
  Field Services,,—,,71,0.153679653679654,0,,0,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Natural Gas Transmission,,—,,109,0.235930735930736,116,0.285714285714286,119,0.313984168865435,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Crescent,,—,,0,,0,,0,,0,,0,,1,0.00226244343891403,0,,0,,0,,0,,—,,0,,0,,0,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
Capital Expenditures,,-599,,-696,,-959,,-767,,-834,,-951,,-993,,-1298,,-809,,-845,,-645,,-983,,-1089,,-1063,,-1461,,-1309,,-906,,-1174,,-1171,,-1306,,-1199,,-1286,,-1057,,-1313,,-1011,,-2297,,-1085,,-1388,,-1043,,-1254,,-1591,,-2070,,-1410,,-1370,,-1143,,-1700,,-1268,,-1214,
  International Energy,,-4,0.00667779632721202,-8,0.0114942528735632,-8,0.00834202294056309,-3,0.00391134289439374,-25,0.0299760191846523,-7,0.00736067297581493,-11,0.0110775427995972,-15,0.0115562403697997,-11,0.0135970333745365,-13,0.0153846153846154,-8,0.0124031007751938,-42,0.0427263479145473,-56,0.0514233241505969,-27,0.0253998118532455,-25,0.0171115674195756,-53,0.040488922841864,-12,0.0132450331125828,-27,0.0229982964224872,-29,0.0247651579846285,-60,0.0459418070444104,-44,0.036697247706422,-36,0.0279937791601866,-30,0.0283822138126774,-71,0.0540746382330541,-28,0.0276953511374876,-24,0.0104484109708315,-38,0.0350230414746544,-18,0.0129682997118156,-15,0.0143815915627996,-9,0.00717703349282297,-95,0.059710873664362,-432,0.208695652173913,-12,0.00851063829787234,-14,0.0102189781021898,-18,0.015748031496063,-23,0.0135294117647059,-9,0.00709779179810726,-16,0.0131795716639209
  Other,,-2,0.00333889816360601,-9,0.0129310344827586,-1,0.00104275286757039,-16,0.0208604954367666,-81,0.0971223021582734,-17,0.017875920084122,-20,0.0201409869083585,-13,0.0100154083204931,-40,0.0494437577255872,-30,0.0355029585798817,-34,0.0527131782945736,-49,0.0498474059003052,-44,0.0404040404040404,-95,0.0893697083725306,-50,0.0342231348391513,-52,0.0397249809014515,-30,0.033112582781457,-43,0.0366269165247019,-50,0.0426985482493595,-58,0.0444104134762634,-49,0.0408673894912427,-63,0.0489891135303266,-72,0.0681173131504257,-74,0.0563594821020564,-47,0.04648862512364,-63,0.0274270787984327,-29,0.0267281105990783,-41,0.0295389048991354,-24,0.0230105465004794,-39,0.0311004784688995,-21,0.0131992457573853,-65,0.0314009661835749,-64,0.0453900709219858,-64,0.0467153284671533,-52,0.0454943132108486,-43,0.0252941176470588,-61,0.0481072555205047,-25,0.0205930807248764
  Commercial Portfolio,,—,,-1,0.0014367816091954,-1,0.00104275286757039,0,,0,,-71,0.07465825446898,-79,0.0795568982880161,-59,0.0454545454545455,-90,0.111248454882571,-136,0.16094674556213,-97,0.150387596899225,-119,0.121057985757884,-114,0.104683195592287,-163,0.153339604891816,-371,0.253935660506502,-222,0.169595110771581,-154,0.169977924944812,-257,0.218909710391823,-151,0.128949615713066,-126,0.0964777947932619,-132,0.110091743119266,-186,0.144634525660964,-82,0.0775780510879849,-125,0.0952018278750952,-25,0.0247279920870425,-620,0.269917283413148,-118,0.108755760368664,-268,0.193083573487032,-209,0.200383509108341,-411,0.327751196172249,-205,0.128849780012571,-213,0.102898550724638,-25,0.0177304964539007,-42,0.0306569343065693,-43,0.0376202974628171,-158,0.0929411764705882,-68,0.0536277602523659,-100,0.0823723228995058
  Regulated Utilities,,-305,0.509181969949916,-307,0.441091954022989,-335,0.349322210636079,-403,0.525423728813559,-340,0.407673860911271,-562,0.590956887486856,-555,0.558912386706949,-924,0.711864406779661,-668,0.825710754017305,-666,0.788165680473373,-506,0.784496124031008,-773,0.786368260427264,-875,0.803489439853076,-778,0.731890874882408,-1015,0.694729637234771,-982,0.750190985485103,-710,0.783664459161148,-847,0.721465076660988,-941,0.803586678052946,-1062,0.813169984686064,-974,0.812343619683069,-1001,0.778382581648523,-873,0.825922421948912,-1043,0.794364051789794,-911,0.90108803165183,-1590,0.692207226817588,-900,0.829493087557604,-1061,0.764409221902017,-795,0.76222435282838,-795,0.633971291866029,-1270,0.798240100565682,-1360,0.657004830917874,-1309,0.928368794326241,-1250,0.912408759124088,-1030,0.901137357830271,-1476,0.868235294117647,-1130,0.891167192429022,-1073,0.883855024711697
  Field Services,,-45,0.0751252086811352,-41,0.0589080459770115,0,,0,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  DENA,,-3,0.00500834724540901,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Natural Gas Transmission,,-100,0.1669449081803,-139,0.199712643678161,-475,0.495307612095933,-216,0.281616688396349,-125,0.149880095923261,-145,0.152471083070452,-233,0.234642497482377,-287,0.221109399075501,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Crescent,,-140,0.233722871452421,-191,0.274425287356322,-139,0.144942648592284,-129,0.168187744458931,-263,0.315347721822542,-149,0.156677181913775,-95,0.0956696878147029,0,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
Attributable Generating Capacity (MW),,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,39625,1.0,—,,—,,—,,39625,1.0,—,,—,,—,,39999,1.0,—,,—,,—,,63121,1.0,—,,—,,—,,62145,1.0,—,,—,
  Commercial Power,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,8272,0.208757097791798,—,,—,,—,,8272,0.208757097791798,—,,—,,—,,8325,0.208130203255081,—,,—,,—,,8094,0.128229907637712,—,,—,,—,,7919,0.127427789846327,—,,—,
    Gas,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,3752,0.0946876971608833,—,,—,,—,,3752,0.0946876971608833,—,,—,,—,,3752,0.0938023450586265,—,,—,,—,,3161,0.0500784208108237,—,,—,,—,,3161,0.0508649127041596,—,,—,
    Solar,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,16,0.000403785488958991,—,,—,,—,,16,0.000403785488958991,—,,—,,—,,49,0.00122503062576564,—,,—,,—,,75,0.00118819410338873,—,,—,,—,,106,0.00170568830959852,—,,—,
    Oil,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,272,0.00686435331230284,—,,—,,—,,272,0.00686435331230284,—,,—,,—,,272,0.00680017000425011,—,,—,,—,,244,0.00386559148302467,—,,—,,—,,244,0.00392630139190603,—,,—,
    Wind,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,703,0.0177413249211356,—,,—,,—,,703,0.0177413249211356,—,,—,,—,,723,0.0180754518862972,—,,—,,—,,1194,0.0189160501259486,—,,—,,—,,1194,0.0192131305817041,—,,—,
    Coal,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,3529,0.0890599369085174,—,,—,,—,,3529,0.0890599369085174,—,,—,,—,,3529,0.088227205680142,—,,—,,—,,3420,0.0541816511145261,—,,—,,—,,3214,0.0517177568589589,—,,—,
  International Energy,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,4203,0.106069400630915,—,,—,,—,,4203,0.106069400630915,—,,—,,—,,4277,0.10692767319183,—,,—,,—,,4584,0.07262242359911911,—,,—,,—,,4600,0.0740204360769169,—,,—,
    Gas,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,175,0.00441640378548896,—,,—,,—,,175,0.00441640378548896,—,,—,,—,,175,0.00437510937773444,—,,—,,—,,170,0.00269323996768112,—,,—,,—,,170,0.00273553785501649,—,,—,
    Oil,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,741,0.0187003154574132,—,,—,,—,,741,0.0187003154574132,—,,—,,—,,824,0.0206005150128753,—,,—,,—,,815,0.0129117092568242,—,,—,,—,,652,0.0104915922439456,—,,—,
    Hydro,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,3287,0.0829526813880126,—,,—,,—,,3287,0.0829526813880126,—,,—,,—,,3278,0.08195204880122,—,,—,,—,,3599,0.0570174743746138,—,,—,,—,,3778,0.0607933059779548,—,,—,
  Regulated Utilities,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,27150,0.685173501577287,—,,—,,—,,27150,0.685173501577287,—,,—,,—,,27397,0.684942123553089,—,,—,,—,,50443,0.799147668763169,—,,—,,—,,49626,0.798551774076756,—,,—,
    Gas-United States,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,1912,0.0482523659305994,—,,—,,—,,1912,0.0482523659305994,—,,—,,—,,2070,0.0517512937823446,—,,—,,—,,4216,0.0667923511984918,—,,—,,—,,2705,0.0435272346930566,—,,—,
    Coal/Oil,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,1841,0.0464605678233438,—,,—,,—,,1841,0.0464605678233438,—,,—,,—,,1681,0.0420260506512663,—,,—,,—,,1681,0.0266313905039527,—,,—,,—,,1681,0.027049641966369,—,,—,
