Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57
Costco Wholesale Corp (COST US) - By Measure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
In Millions of USD except Per Share,,FY 1997,,FY 1998,,FY 1999,,FY 2000,,FY 2001,,FY 2002,,FY 2003,,FY 2004,,FY 2005,,FY 2006,,FY 2007,,FY 2008,,FY 2009,,FY 2010,,FY 2011,,FY 2012,,FY 2013,,FY 2014,,FY 2015,,FY 2016,,FY 2017,,FY 2018,,FY 2019,,FY 2020,,FY 2021,,FY 2022,,FY 2023,,FY 2024,
    Canada,,—,,—,,—,,51,0.154078549848943,52,0.142465753424658,52,0.131979695431472,54,0.129186602870813,55,0.124716553287982,57,0.123913043478261,59,0.121149897330595,62,0.11969111969112,66,0.121546961325967,68,0.121645796064401,70,0.12962962962963,72,0.121621621621622,72,0.118421052631579,75,0.118296529968454,77,0.116138763197587,78,0.113702623906706,80,0.111888111888112,85,0.114709851551957,—,,—,,—,,—,,—,,—,,—,
    Korea,,—,,—,,—,,0,,2,0.00547945205479452,2,0.0050761421319797,2,0.00478468899521531,2,0.00453514739229025,2,0.00434782608695652,2,0.00410677618069815,2,0.00386100386100386,3,0.00552486187845304,3,0.00536672629695885,3,0.00555555555555556,3,0.00506756756756757,3,0.00493421052631579,3,0.00473186119873817,5,0.00754147812971342,5,0.00728862973760933,5,0.00699300699300699,6,0.00809716599190283,—,,—,,—,,—,,—,,—,,—,
    Mexico,,—,,—,,—,,18,0.054380664652568,20,0.0547945205479452,20,0.050761421319797,21,0.0502392344497608,24,0.054421768707483,27,0.058695652173913,29,0.0595482546201232,30,0.0579150579150579,31,0.0570902394106814,32,0.0572450805008945,—,,31,0.0523648648648649,31,0.0509868421052632,32,0.0504731861198738,32,0.0482654600301659,36,0.0524781341107872,36,0.0503496503496504,37,0.0499325236167341,—,,—,,—,,—,,—,,—,,—,
    Taiwan,,—,,—,,—,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,—,,—,,—,,—,,—,,—,,—,
    Australia,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,1,0.00178890876565295,1,0.00185185185185185,2,0.00337837837837838,2,0.00328947368421053,2,0.00315457413249211,5,0.00754147812971342,5,0.00728862973760933,5,0.00699300699300699,6,0.00809716599190283,—,,—,,—,,—,,—,,—,,—,
    Spain,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,1,0.00150829562594269,1,0.00145772594752187,2,0.0027972027972028,2,0.00269905533063428,—,,—,,—,,—,,—,,—,,—,
    Iceland,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,0,,—,,—,,—,,—,,—,,—,,—,
Warehouse Club Membership Base,,—,,—,,—,,—,,—,,—,,—,,—,,21200,1.0,47700,1.0,50400,1.0,53500,1.0,56000,1.0,58000,1.0,64000,1.0,67000,1.0,71200,1.0,76400,1.0,81300,1.0,86700,1.0,90300,1.0,94300,1.0,98500,1.0,105500,1.0,111600,1.0,118900,1.0,127900,1.0,136800,1.0
  Paid Members,,—,,—,,—,,—,,—,,—,,—,,—,,21200,1.0,22500,0.471698113207547,24000,0.476190476190476,25800,0.482242990654206,30600,0.546428571428571,31600,0.544827586206897,35300,0.5515625,36900,0.550746268656716,39000,0.547752808988764,42000,0.549738219895288,44600,0.548585485854859,47600,0.549019607843137,49400,0.547065337763012,51600,0.547189819724284,53900,0.547208121827411,58100,0.550710900473934,61700,0.552867383512545,65800,0.55340622371741,71000,0.55512118842846,76200,0.557017543859649
    Gold Star,,—,,—,,—,,—,,—,,—,,—,,—,,16200,0.764150943396226,17300,0.362683438155136,18600,0.369047619047619,20200,0.377570093457944,21500,0.383928571428571,22500,0.387931034482759,25000,0.390625,26700,0.398507462686567,28900,0.405898876404494,31600,0.413612565445026,34000,0.41820418204182,36800,0.424452133794694,38600,0.427464008859358,40700,0.431601272534464,42900,0.435532994923858,46800,0.443601895734597,50200,0.449820788530466,54000,0.454163162321278,58800,0.459734167318217,—,
"    Business, Including Affiliates",,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,10100,0.14185393258427,10400,0.136125654450262,10600,0.130381303813038,10800,0.124567474048443,10800,0.119601328903654,10900,0.11558854718982,11000,0.111675126903553,11300,0.107109004739336,11500,0.103046594982079,11800,0.0992430613961312,12200,0.0953870211102424,—,
"    Business, Add-on",,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,3400,0.0607142857142857,3300,0.0568965517241379,4000,0.0625,3800,0.0567164179104478,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
    Business,,—,,—,,—,,—,,—,,—,,—,,—,,5000,0.235849056603774,5200,0.109014675052411,5400,0.107142857142857,5600,0.104672897196262,5700,0.101785714285714,5800,0.1,6300,0.0984375,6400,0.0955223880597015,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Household Card,,—,,—,,—,,—,,—,,—,,—,,—,,—,,25200,0.528301886792453,26400,0.523809523809524,27700,0.517757009345794,25400,0.453571428571429,26400,0.455172413793103,28700,0.4484375,30100,0.449253731343284,32200,0.452247191011236,34400,0.450261780104712,36700,0.451414514145141,39100,0.450980392156863,40900,0.452934662236988,42700,0.452810180275716,44600,0.452791878172589,47400,0.449289099526066,49900,0.447132616487455,53100,0.44659377628259,56900,0.44487881157154,60600,0.442982456140351
    Executive,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,15000,0.196335078534031,16100,0.198031980319803,17400,0.200692041522491,18500,0.204872646733112,19300,0.204665959703075,20800,0.211167512690355,22600,0.214218009478673,25600,0.229390681003584,29100,0.244743481917578,32300,0.252541047693511,35400,0.258771929824561
Source: Bloomberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
