Date,Revenue,"  Automotive, Services & Other","  Automotive, Services & Other","  Automotive, Services & Other","  Automotive, Services & Other","  Automotive, Services & Other","  Automotive, Services & Other","  Automotive, Services & Other",    Automotive,    Automotive,    Automotive,    Automotive,    Automotive,    Automotive,    Automotive,      Automotive Sales,      Automotive Sales,      Automotive Sales,      Automotive Sales,      Automotive Sales,      Automotive Leasing,      Automotive Leasing,      Automotive Leasing,      Automotive Leasing,      Automotive Leasing,      Automotive Regulatory Credits,      Automotive Regulatory Credits,    Service & Other,    Service & Other,    Service & Other,    Service & Other,    Service & Other,    Service & Other,    Service & Other,  Energy Generation & Storage,  Energy Generation & Storage,  Energy Generation & Storage,  Energy Generation & Storage,  Energy Generation & Storage,  Energy Generation & Storage,  Energy Generation & Storage,    Energy Generation & Storage Sales,    Energy Generation & Storage Leasing,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,Revenue - Supplementary Breakdown,  Development Services,  Development Services,  Automotive,    Vehicle Options and Related,    Powertrain Components & Related,Cost of Revenue,"  Automotive, Services & Other","  Automotive, Services & Other","  Automotive, Services & Other","  Automotive, Services & Other","  Automotive, Services & Other","  Automotive, Services & Other","  Automotive, Services & Other",    Automotive,    Automotive,    Automotive,    Automotive,    Automotive,    Automotive,    Automotive,      Automotive Sales,      Automotive Sales,      Automotive Sales,      Automotive Sales,      Automotive Sales,      Automotive Leasing,      Automotive Leasing,      Automotive Leasing,      Automotive Leasing,      Automotive Leasing,    Service & Other,    Service & Other,    Service & Other,    Service & Other,    Service & Other,    Service & Other,    Service & Other,  Energy Generation & Storage,  Energy Generation & Storage,  Energy Generation & Storage,  Energy Generation & Storage,  Energy Generation & Storage,  Energy Generation & Storage,  Energy Generation & Storage,  Development Services,  Development Services,Cost of Revenue Growth Amount,"  Automotive, Services & Other","  Automotive, Services & Other","  Automotive, Services & Other","  Automotive, Services & Other","  Automotive, Services & Other","  Automotive, Services & Other","  Automotive, Services & Other",    Automotive,    Automotive,    Automotive,    Automotive,    Automotive,    Automotive,    Automotive,      Automotive Sales,      Automotive Sales,      Automotive Sales,      Automotive Sales,      Automotive Sales,      Automotive Leasing,      Automotive Leasing,      Automotive Leasing,      Automotive Leasing,      Automotive Leasing,    Service & Other,    Service & Other,    Service & Other,    Service & Other,    Service & Other,    Service & Other,    Service & Other,  Energy Generation & Storage,  Energy Generation & Storage,  Energy Generation & Storage,  Energy Generation & Storage,  Energy Generation & Storage,  Energy Generation & Storage,  Energy Generation & Storage,Gross Profit,"  Automotive, Services & Other","  Automotive, Services & Other","  Automotive, Services & Other","  Automotive, Services & Other","  Automotive, Services & Other","  Automotive, Services & Other","  Automotive, Services & Other",    Automotive,    Automotive,    Automotive,    Automotive,    Automotive,    Automotive,    Automotive,    Service & Other,    Service & Other,    Service & Other,    Service & Other,    Service & Other,    Service & Other,    Service & Other,  Energy Generation & Storage,  Energy Generation & Storage,  Energy Generation & Storage,  Energy Generation & Storage,  Energy Generation & Storage,  Energy Generation & Storage,  Energy Generation & Storage,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,Gross Margin,  Energy Generation & Storage,  Energy Generation & Storage,  Energy Generation & Storage,  Energy Generation & Storage,  Energy Generation & Storage,  Energy Generation & Storage,  Energy Generation & Storage,"  Automotive, Services & Other","  Automotive, Services & Other","  Automotive, Services & Other","  Automotive, Services & Other","  Automotive, Services & Other","  Automotive, Services & Other","  Automotive, Services & Other",    Automotive,    Automotive,    Automotive,    Automotive,    Automotive,    Automotive,    Automotive,    Service & Other,    Service & Other,    Service & Other,    Service & Other,    Service & Other,    Service & Other,    Service & Other,Operating Income,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,Interest Expense,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,Interest Income,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,Pretax Income,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,Income Taxes,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,Net Income,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,Revenue Growth %,  Energy Generation & Storage,  Energy Generation & Storage,  Energy Generation & Storage,  Energy Generation & Storage,  Energy Generation & Storage,  Energy Generation & Storage,  Energy Generation & Storage,"  Automotive, Services & Other","  Automotive, Services & Other","  Automotive, Services & Other","  Automotive, Services & Other","  Automotive, Services & Other","  Automotive, Services & Other","  Automotive, Services & Other",    Automotive,    Automotive,    Automotive,    Automotive,    Automotive,    Automotive,    Automotive,      Automotive Sales,      Automotive Sales,      Automotive Sales,      Automotive Sales,      Automotive Sales,      Automotive Regulatory Credits,      Automotive Regulatory Credits,      Automotive Leasing,      Automotive Leasing,      Automotive Leasing,      Automotive Leasing,      Automotive Leasing,    Service & Other,    Service & Other,    Service & Other,    Service & Other,    Service & Other,    Service & Other,    Service & Other,Cost of Revenue Growth %,  Energy Generation & Storage,  Energy Generation & Storage,  Energy Generation & Storage,  Energy Generation & Storage,  Energy Generation & Storage,  Energy Generation & Storage,  Energy Generation & Storage,"  Automotive, Services & Other","  Automotive, Services & Other","  Automotive, Services & Other","  Automotive, Services & Other","  Automotive, Services & Other","  Automotive, Services & Other","  Automotive, Services & Other",    Service & Other,    Service & Other,    Service & Other,    Service & Other,    Service & Other,    Service & Other,    Service & Other,    Automotive,    Automotive,    Automotive,    Automotive,    Automotive,    Automotive,    Automotive,      Automotive Sales,      Automotive Sales,      Automotive Sales,      Automotive Sales,      Automotive Sales,      Automotive Leasing,      Automotive Leasing,      Automotive Leasing,      Automotive Leasing,      Automotive Leasing,Property/Plant/Equipment,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,Goodwill,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,Assets,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,Liabilities,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,Depreciation and Amortization,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,Depreciation,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,R&D Expenses,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,Capital Expenditures,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,Vehicles Sold - Worldwide,  Model 3 / Y,  Model 3 / Y,  Model S / X,  Model S / X,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Model 3,  Model 3,Vehicles Produced - Worldwide,  Model 3 / Y,  Model 3 / Y,  Model S / X,  Model S / X,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Model 3,  Model 3,Source: Bloomberg
12/31/2007,0.073,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,0.073,0.064,-79.933,0,1.749,-78.047,0.11,-78.157,11.998,—,34.837,51.505,2.895,2.9,62.753,-9.802,—,—,0.073,0,—,0.073,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,0,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,0.064,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,0.073,0.064,-79.933,0,1.749,-78.047,0.11,-78.157,11.998,—,34.837,51.505,2.895,2.9,62.753,-9.802,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,-79.933,0.073,0.064,-79.933,0,1.749,-78.047,0.11,-78.157,11.998,—,34.837,51.505,2.895,2.9,62.753,-9.802,—,—,0,0.073,0.064,-79.933,0,1.749,-78.047,0.11,-78.157,11.998,—,34.837,51.505,2.895,2.9,62.753,-9.802,—,—,1.749,0.073,0.064,-79.933,0,1.749,-78.047,0.11,-78.157,11.998,—,34.837,51.505,2.895,2.9,62.753,-9.802,—,—,-78.047,0.073,0.064,-79.933,0,1.749,-78.047,0.11,-78.157,11.998,—,34.837,51.505,2.895,2.9,62.753,-9.802,—,—,0.11,0.073,0.064,-79.933,0,1.749,-78.047,0.11,-78.157,11.998,—,34.837,51.505,2.895,2.9,62.753,-9.802,—,—,-78.157,0.073,0.064,-79.933,0,1.749,-78.047,0.11,-78.157,11.998,—,34.837,51.505,2.895,2.9,62.753,-9.802,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,11.998,0.073,0.064,-79.933,0,1.749,-78.047,0.11,-78.157,11.998,—,34.837,51.505,2.895,2.9,62.753,-9.802,—,—,—,0.073,0.064,-79.933,0,1.749,-78.047,0.11,-78.157,11.998,—,34.837,51.505,2.895,2.9,62.753,-9.802,—,—,34.837,0.073,0.064,-79.933,0,1.749,-78.047,0.11,-78.157,11.998,—,34.837,51.505,2.895,2.9,62.753,-9.802,—,—,51.505,0.073,0.064,-79.933,0,1.749,-78.047,0.11,-78.157,11.998,—,34.837,51.505,2.895,2.9,62.753,-9.802,—,—,2.895,0.073,0.064,-79.933,0,1.749,-78.047,0.11,-78.157,11.998,—,34.837,51.505,2.895,2.9,62.753,-9.802,—,—,2.9,0.073,0.064,-79.933,0,1.749,-78.047,0.11,-78.157,11.998,—,34.837,51.505,2.895,2.9,62.753,-9.802,—,—,62.753,0.073,0.064,-79.933,0,1.749,-78.047,0.11,-78.157,11.998,—,34.837,51.505,2.895,2.9,62.753,-9.802,—,—,-9.802,0.073,0.064,-79.933,0,1.749,-78.047,0.11,-78.157,11.998,—,34.837,51.505,2.895,2.9,62.753,-9.802,—,—,—,—,—,—,—,0.073,0.064,-79.933,0,1.749,-78.047,0.11,-78.157,11.998,—,34.837,51.505,2.895,2.9,62.753,-9.802,—,—,—,—,—,—,—,—,—,0.073,0.064,-79.933,0,1.749,-78.047,0.11,-78.157,11.998,—,34.837,51.505,2.895,2.9,62.753,-9.802,—,—,—,—,
12/31/2008,14.742,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,14.742,-1.141,-78.504,3.747,0.529,-82.685,0.097,-82.782,18.793,—,51.699,150.235,4.157,4.2,53.714,-10.63,—,—,14.742,0,—,14.742,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,0,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,-1.141,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,14.742,-1.141,-78.504,3.747,0.529,-82.685,0.097,-82.782,18.793,—,51.699,150.235,4.157,4.2,53.714,-10.63,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,-78.504,14.742,-1.141,-78.504,3.747,0.529,-82.685,0.097,-82.782,18.793,—,51.699,150.235,4.157,4.2,53.714,-10.63,—,—,3.747,14.742,-1.141,-78.504,3.747,0.529,-82.685,0.097,-82.782,18.793,—,51.699,150.235,4.157,4.2,53.714,-10.63,—,—,0.529,14.742,-1.141,-78.504,3.747,0.529,-82.685,0.097,-82.782,18.793,—,51.699,150.235,4.157,4.2,53.714,-10.63,—,—,-82.685,14.742,-1.141,-78.504,3.747,0.529,-82.685,0.097,-82.782,18.793,—,51.699,150.235,4.157,4.2,53.714,-10.63,—,—,0.097,14.742,-1.141,-78.504,3.747,0.529,-82.685,0.097,-82.782,18.793,—,51.699,150.235,4.157,4.2,53.714,-10.63,—,—,-82.782,14.742,-1.141,-78.504,3.747,0.529,-82.685,0.097,-82.782,18.793,—,51.699,150.235,4.157,4.2,53.714,-10.63,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,18.793,14.742,-1.141,-78.504,3.747,0.529,-82.685,0.097,-82.782,18.793,—,51.699,150.235,4.157,4.2,53.714,-10.63,—,—,—,14.742,-1.141,-78.504,3.747,0.529,-82.685,0.097,-82.782,18.793,—,51.699,150.235,4.157,4.2,53.714,-10.63,—,—,51.699,14.742,-1.141,-78.504,3.747,0.529,-82.685,0.097,-82.782,18.793,—,51.699,150.235,4.157,4.2,53.714,-10.63,—,—,150.235,14.742,-1.141,-78.504,3.747,0.529,-82.685,0.097,-82.782,18.793,—,51.699,150.235,4.157,4.2,53.714,-10.63,—,—,4.157,14.742,-1.141,-78.504,3.747,0.529,-82.685,0.097,-82.782,18.793,—,51.699,150.235,4.157,4.2,53.714,-10.63,—,—,4.2,14.742,-1.141,-78.504,3.747,0.529,-82.685,0.097,-82.782,18.793,—,51.699,150.235,4.157,4.2,53.714,-10.63,—,—,53.714,14.742,-1.141,-78.504,3.747,0.529,-82.685,0.097,-82.782,18.793,—,51.699,150.235,4.157,4.2,53.714,-10.63,—,—,-10.63,14.742,-1.141,-78.504,3.747,0.529,-82.685,0.097,-82.782,18.793,—,51.699,150.235,4.157,4.2,53.714,-10.63,—,—,—,—,—,—,—,14.742,-1.141,-78.504,3.747,0.529,-82.685,0.097,-82.782,18.793,—,51.699,150.235,4.157,4.2,53.714,-10.63,—,—,—,—,—,—,—,—,—,14.742,-1.141,-78.504,3.747,0.529,-82.685,0.097,-82.782,18.793,—,51.699,150.235,4.157,4.2,53.714,-10.63,—,—,—,—,
12/31/2009,111.943,—,—,—,—,—,—,—,—,102.408,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,111.943,9.535,-51.897,2.531,0.159,-55.714,0.026,-55.74,23.535,0,130.424,64.722,6.94,—,19.282,-11.884,—,—,111.943,0,0,111.943,0.388,111.555,102.408,—,—,—,—,—,—,—,—,102.408,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,0,0,—,—,—,—,—,—,—,—,—,102.408,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,9.535,—,—,—,—,—,—,—,—,102.408,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,111.943,9.535,-51.897,2.531,0.159,-55.714,0.026,-55.74,23.535,0,130.424,64.722,6.94,—,19.282,-11.884,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,102.408,—,—,—,—,—,—,—,—,—,—,—,—,-51.897,111.943,9.535,-51.897,2.531,0.159,-55.714,0.026,-55.74,23.535,0,130.424,64.722,6.94,—,19.282,-11.884,—,—,2.531,111.943,9.535,-51.897,2.531,0.159,-55.714,0.026,-55.74,23.535,0,130.424,64.722,6.94,—,19.282,-11.884,—,—,0.159,111.943,9.535,-51.897,2.531,0.159,-55.714,0.026,-55.74,23.535,0,130.424,64.722,6.94,—,19.282,-11.884,—,—,-55.714,111.943,9.535,-51.897,2.531,0.159,-55.714,0.026,-55.74,23.535,0,130.424,64.722,6.94,—,19.282,-11.884,—,—,0.026,111.943,9.535,-51.897,2.531,0.159,-55.714,0.026,-55.74,23.535,0,130.424,64.722,6.94,—,19.282,-11.884,—,—,-55.74,111.943,9.535,-51.897,2.531,0.159,-55.714,0.026,-55.74,23.535,0,130.424,64.722,6.94,—,19.282,-11.884,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,102.408,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,102.408,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,23.535,111.943,9.535,-51.897,2.531,0.159,-55.714,0.026,-55.74,23.535,0,130.424,64.722,6.94,—,19.282,-11.884,—,—,0,111.943,9.535,-51.897,2.531,0.159,-55.714,0.026,-55.74,23.535,0,130.424,64.722,6.94,—,19.282,-11.884,—,—,130.424,111.943,9.535,-51.897,2.531,0.159,-55.714,0.026,-55.74,23.535,0,130.424,64.722,6.94,—,19.282,-11.884,—,—,64.722,111.943,9.535,-51.897,2.531,0.159,-55.714,0.026,-55.74,23.535,0,130.424,64.722,6.94,—,19.282,-11.884,—,—,6.94,111.943,9.535,-51.897,2.531,0.159,-55.714,0.026,-55.74,23.535,0,130.424,64.722,6.94,—,19.282,-11.884,—,—,—,111.943,9.535,-51.897,2.531,0.159,-55.714,0.026,-55.74,23.535,0,130.424,64.722,6.94,—,19.282,-11.884,—,—,19.282,111.943,9.535,-51.897,2.531,0.159,-55.714,0.026,-55.74,23.535,0,130.424,64.722,6.94,—,19.282,-11.884,—,—,-11.884,111.943,9.535,-51.897,2.531,0.159,-55.714,0.026,-55.74,23.535,0,130.424,64.722,6.94,—,19.282,-11.884,—,—,—,—,—,—,—,111.943,9.535,-51.897,2.531,0.159,-55.714,0.026,-55.74,23.535,0,130.424,64.722,6.94,—,19.282,-11.884,—,—,—,—,—,—,—,—,—,111.943,9.535,-51.897,2.531,0.159,-55.714,0.026,-55.74,23.535,0,130.424,64.722,6.94,—,19.282,-11.884,—,—,—,—,
12/31/2010,116.744,—,—,—,—,—,—,—,—,79.982,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,116.744,30.731,-146.838,0.992,0.258,-154.155,0.173,-154.328,114.636,0,386.082,179.034,10.623,—,92.996,-40.203,1500,—,116.744,19.666,6.031,97.078,75.459,21.619,86.013,—,—,—,—,—,—,—,—,79.982,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,19.666,6.031,—,—,—,—,—,—,—,—,—,79.982,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,30.731,—,—,—,—,—,—,—,—,79.982,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,116.744,30.731,-146.838,0.992,0.258,-154.155,0.173,-154.328,114.636,0,386.082,179.034,10.623,—,92.996,-40.203,1500,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,79.982,—,—,—,—,—,—,—,—,—,—,—,—,-146.838,116.744,30.731,-146.838,0.992,0.258,-154.155,0.173,-154.328,114.636,0,386.082,179.034,10.623,—,92.996,-40.203,1500,—,0.992,116.744,30.731,-146.838,0.992,0.258,-154.155,0.173,-154.328,114.636,0,386.082,179.034,10.623,—,92.996,-40.203,1500,—,0.258,116.744,30.731,-146.838,0.992,0.258,-154.155,0.173,-154.328,114.636,0,386.082,179.034,10.623,—,92.996,-40.203,1500,—,-154.155,116.744,30.731,-146.838,0.992,0.258,-154.155,0.173,-154.328,114.636,0,386.082,179.034,10.623,—,92.996,-40.203,1500,—,0.173,116.744,30.731,-146.838,0.992,0.258,-154.155,0.173,-154.328,114.636,0,386.082,179.034,10.623,—,92.996,-40.203,1500,—,-154.328,116.744,30.731,-146.838,0.992,0.258,-154.155,0.173,-154.328,114.636,0,386.082,179.034,10.623,—,92.996,-40.203,1500,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,79.982,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,79.982,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,114.636,116.744,30.731,-146.838,0.992,0.258,-154.155,0.173,-154.328,114.636,0,386.082,179.034,10.623,—,92.996,-40.203,1500,—,0,116.744,30.731,-146.838,0.992,0.258,-154.155,0.173,-154.328,114.636,0,386.082,179.034,10.623,—,92.996,-40.203,1500,—,386.082,116.744,30.731,-146.838,0.992,0.258,-154.155,0.173,-154.328,114.636,0,386.082,179.034,10.623,—,92.996,-40.203,1500,—,179.034,116.744,30.731,-146.838,0.992,0.258,-154.155,0.173,-154.328,114.636,0,386.082,179.034,10.623,—,92.996,-40.203,1500,—,10.623,116.744,30.731,-146.838,0.992,0.258,-154.155,0.173,-154.328,114.636,0,386.082,179.034,10.623,—,92.996,-40.203,1500,—,—,116.744,30.731,-146.838,0.992,0.258,-154.155,0.173,-154.328,114.636,0,386.082,179.034,10.623,—,92.996,-40.203,1500,—,92.996,116.744,30.731,-146.838,0.992,0.258,-154.155,0.173,-154.328,114.636,0,386.082,179.034,10.623,—,92.996,-40.203,1500,—,-40.203,116.744,30.731,-146.838,0.992,0.258,-154.155,0.173,-154.328,114.636,0,386.082,179.034,10.623,—,92.996,-40.203,1500,—,1500,—,—,—,—,116.744,30.731,-146.838,0.992,0.258,-154.155,0.173,-154.328,114.636,0,386.082,179.034,10.623,—,92.996,-40.203,1500,—,—,—,—,—,—,—,—,116.744,30.731,-146.838,0.992,0.258,-154.155,0.173,-154.328,114.636,0,386.082,179.034,10.623,—,92.996,-40.203,1500,—,—,—,
