Date,Revenue,"  Automotive, Services & Other","  Automotive, Services & Other","  Automotive, Services & Other","  Automotive, Services & Other","  Automotive, Services & Other","  Automotive, Services & Other","  Automotive, Services & Other",    Automotive,    Automotive,    Automotive,    Automotive,    Automotive,    Automotive,    Automotive,      Automotive Sales,      Automotive Sales,      Automotive Sales,      Automotive Sales,      Automotive Sales,      Automotive Regulatory Credits,      Automotive Regulatory Credits,      Automotive Regulatory Credits,      Automotive Leasing,      Automotive Leasing,      Automotive Leasing,      Automotive Leasing,      Automotive Leasing,    Service & Other,    Service & Other,    Service & Other,    Service & Other,    Service & Other,    Service & Other,    Service & Other,  Energy Generation & Storage,  Energy Generation & Storage,  Energy Generation & Storage,  Energy Generation & Storage,  Energy Generation & Storage,  Energy Generation & Storage,  Energy Generation & Storage,    Energy Generation & Storage Sales,    Energy Generation & Storage Leasing,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,Revenue - Supplementary Breakdown,  Development Services,  Development Services,  Automotive,    Vehicle Options and Related,    Powertrain Components & Related,Cost of Revenue,"  Automotive, Services & Other","  Automotive, Services & Other","  Automotive, Services & Other","  Automotive, Services & Other","  Automotive, Services & Other","  Automotive, Services & Other","  Automotive, Services & Other",    Automotive,    Automotive,    Automotive,    Automotive,    Automotive,    Automotive,    Automotive,      Automotive Sales,      Automotive Sales,      Automotive Sales,      Automotive Sales,      Automotive Sales,      Automotive Leasing,      Automotive Leasing,      Automotive Leasing,      Automotive Leasing,      Automotive Leasing,    Service & Other,    Service & Other,    Service & Other,    Service & Other,    Service & Other,    Service & Other,    Service & Other,  Energy Generation & Storage,  Energy Generation & Storage,  Energy Generation & Storage,  Energy Generation & Storage,  Energy Generation & Storage,  Energy Generation & Storage,  Energy Generation & Storage,  Development Services,  Development Services,Cost of Revenue Growth Amount,"  Automotive, Services & Other","  Automotive, Services & Other","  Automotive, Services & Other","  Automotive, Services & Other","  Automotive, Services & Other","  Automotive, Services & Other","  Automotive, Services & Other",    Automotive,    Automotive,    Automotive,    Automotive,    Automotive,    Automotive,    Automotive,      Automotive Sales,      Automotive Sales,      Automotive Sales,      Automotive Sales,      Automotive Sales,      Automotive Leasing,      Automotive Leasing,      Automotive Leasing,      Automotive Leasing,      Automotive Leasing,    Service & Other,    Service & Other,    Service & Other,    Service & Other,    Service & Other,    Service & Other,    Service & Other,  Energy Generation & Storage,  Energy Generation & Storage,  Energy Generation & Storage,  Energy Generation & Storage,  Energy Generation & Storage,  Energy Generation & Storage,  Energy Generation & Storage,Gross Profit,"  Automotive, Services & Other","  Automotive, Services & Other","  Automotive, Services & Other","  Automotive, Services & Other","  Automotive, Services & Other","  Automotive, Services & Other","  Automotive, Services & Other",    Automotive,    Automotive,    Automotive,    Automotive,    Automotive,    Automotive,    Automotive,    Service & Other,    Service & Other,    Service & Other,    Service & Other,    Service & Other,    Service & Other,    Service & Other,  Energy Generation & Storage,  Energy Generation & Storage,  Energy Generation & Storage,  Energy Generation & Storage,  Energy Generation & Storage,  Energy Generation & Storage,  Energy Generation & Storage,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,Gross Margin,  Energy Generation & Storage,  Energy Generation & Storage,  Energy Generation & Storage,  Energy Generation & Storage,  Energy Generation & Storage,  Energy Generation & Storage,  Energy Generation & Storage,"  Automotive, Services & Other","  Automotive, Services & Other","  Automotive, Services & Other","  Automotive, Services & Other","  Automotive, Services & Other","  Automotive, Services & Other","  Automotive, Services & Other",    Automotive,    Automotive,    Automotive,    Automotive,    Automotive,    Automotive,    Automotive,      Automotive Regulatory Credits,      Automotive Regulatory Credits,      Automotive Regulatory Credits,    Service & Other,    Service & Other,    Service & Other,    Service & Other,    Service & Other,    Service & Other,    Service & Other,Operating Income,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,Interest Expense,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,Interest Income,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,Pretax Income,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,Income Taxes,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,Net Income,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,Revenue Growth %,  Energy Generation & Storage,  Energy Generation & Storage,  Energy Generation & Storage,  Energy Generation & Storage,  Energy Generation & Storage,  Energy Generation & Storage,  Energy Generation & Storage,"  Automotive, Services & Other","  Automotive, Services & Other","  Automotive, Services & Other","  Automotive, Services & Other","  Automotive, Services & Other","  Automotive, Services & Other","  Automotive, Services & Other",    Service & Other,    Service & Other,    Service & Other,    Service & Other,    Service & Other,    Service & Other,    Service & Other,    Automotive,    Automotive,    Automotive,    Automotive,    Automotive,    Automotive,    Automotive,      Automotive Regulatory Credits,      Automotive Regulatory Credits,      Automotive Regulatory Credits,      Automotive Sales,      Automotive Sales,      Automotive Sales,      Automotive Sales,      Automotive Sales,      Automotive Leasing,      Automotive Leasing,      Automotive Leasing,      Automotive Leasing,      Automotive Leasing,Cost of Revenue Growth %,"  Automotive, Services & Other","  Automotive, Services & Other","  Automotive, Services & Other","  Automotive, Services & Other","  Automotive, Services & Other","  Automotive, Services & Other","  Automotive, Services & Other",    Service & Other,    Service & Other,    Service & Other,    Service & Other,    Service & Other,    Service & Other,    Service & Other,    Automotive,    Automotive,    Automotive,    Automotive,    Automotive,    Automotive,    Automotive,      Automotive Sales,      Automotive Sales,      Automotive Sales,      Automotive Sales,      Automotive Sales,      Automotive Leasing,      Automotive Leasing,      Automotive Leasing,      Automotive Leasing,      Automotive Leasing,  Energy Generation & Storage,  Energy Generation & Storage,  Energy Generation & Storage,  Energy Generation & Storage,  Energy Generation & Storage,  Energy Generation & Storage,  Energy Generation & Storage,Property/Plant/Equipment,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,Goodwill,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,Assets,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,Liabilities,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,Depreciation and Amortization,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,Depreciation,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,R&D Expenses,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,Capital Expenditures,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,Vehicles Sold - Worldwide,  Model 3 / Y,  Model 3 / Y,  Model S / X,  Model S / X,    Model X,    Model S,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Model 3,  Model 3,Vehicles Produced - Worldwide,  Model 3 / Y,  Model 3 / Y,  Model S / X,  Model S / X,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Automobiles,  Model 3,  Model 3,Source: Bloomberg
12/31/2013,615.219,—,—,—,—,—,—,—,—,453.578,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,615.219,156.59,-13.353,6.229,0.092,-14.906,1.358,-16.264,738.494,0,2416.93,1749.81,37.585,—,68.454,-89.434,6892,—,615.219,4.367,5.05,610.852,601.627,9.225,458.628,—,—,—,—,—,—,—,—,453.578,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,4.367,5.05,—,—,—,—,—,—,—,—,—,453.578,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,156.59,—,—,—,—,—,—,—,—,453.578,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,615.219,156.59,-13.353,6.229,0.092,-14.906,1.358,-16.264,738.494,0,2416.93,1749.81,37.585,—,68.454,-89.434,6892,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,453.578,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,-13.353,615.219,156.59,-13.353,6.229,0.092,-14.906,1.358,-16.264,738.494,0,2416.93,1749.81,37.585,—,68.454,-89.434,6892,—,6.229,615.219,156.59,-13.353,6.229,0.092,-14.906,1.358,-16.264,738.494,0,2416.93,1749.81,37.585,—,68.454,-89.434,6892,—,0.092,615.219,156.59,-13.353,6.229,0.092,-14.906,1.358,-16.264,738.494,0,2416.93,1749.81,37.585,—,68.454,-89.434,6892,—,-14.906,615.219,156.59,-13.353,6.229,0.092,-14.906,1.358,-16.264,738.494,0,2416.93,1749.81,37.585,—,68.454,-89.434,6892,—,1.358,615.219,156.59,-13.353,6.229,0.092,-14.906,1.358,-16.264,738.494,0,2416.93,1749.81,37.585,—,68.454,-89.434,6892,—,-16.264,615.219,156.59,-13.353,6.229,0.092,-14.906,1.358,-16.264,738.494,0,2416.93,1749.81,37.585,—,68.454,-89.434,6892,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,453.578,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,453.578,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,738.494,615.219,156.59,-13.353,6.229,0.092,-14.906,1.358,-16.264,738.494,0,2416.93,1749.81,37.585,—,68.454,-89.434,6892,—,0,615.219,156.59,-13.353,6.229,0.092,-14.906,1.358,-16.264,738.494,0,2416.93,1749.81,37.585,—,68.454,-89.434,6892,—,2416.93,615.219,156.59,-13.353,6.229,0.092,-14.906,1.358,-16.264,738.494,0,2416.93,1749.81,37.585,—,68.454,-89.434,6892,—,1749.81,615.219,156.59,-13.353,6.229,0.092,-14.906,1.358,-16.264,738.494,0,2416.93,1749.81,37.585,—,68.454,-89.434,6892,—,37.585,615.219,156.59,-13.353,6.229,0.092,-14.906,1.358,-16.264,738.494,0,2416.93,1749.81,37.585,—,68.454,-89.434,6892,—,—,615.219,156.59,-13.353,6.229,0.092,-14.906,1.358,-16.264,738.494,0,2416.93,1749.81,37.585,—,68.454,-89.434,6892,—,68.454,615.219,156.59,-13.353,6.229,0.092,-14.906,1.358,-16.264,738.494,0,2416.93,1749.81,37.585,—,68.454,-89.434,6892,—,-89.434,615.219,156.59,-13.353,6.229,0.092,-14.906,1.358,-16.264,738.494,0,2416.93,1749.81,37.585,—,68.454,-89.434,6892,—,6892,—,—,—,—,—,—,615.219,156.59,-13.353,6.229,0.092,-14.906,1.358,-16.264,738.494,0,2416.93,1749.81,37.585,—,68.454,-89.434,6892,—,—,—,—,—,—,—,—,615.219,156.59,-13.353,6.229,0.092,-14.906,1.358,-16.264,738.494,0,2416.93,1749.81,37.585,—,68.454,-89.434,6892,—,—,—,
03/31/2014,620.542,—,—,—,—,—,—,—,—,462.471,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,620.542,155.128,-43.967,11.883,0.141,-48.991,0.809,-49.8,849.389,—,4500.41,3518.412,44.268,—,81.544,-141.364,6457,—,620.542,1.731,2.943,618.811,602.522,16.289,465.414,—,—,—,—,—,—,—,—,462.471,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,1.731,2.943,—,—,—,—,—,—,—,—,—,462.471,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,155.128,—,—,—,—,—,—,—,—,462.471,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,620.542,155.128,-43.967,11.883,0.141,-48.991,0.809,-49.8,849.389,—,4500.41,3518.412,44.268,—,81.544,-141.364,6457,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,462.471,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,-43.967,620.542,155.128,-43.967,11.883,0.141,-48.991,0.809,-49.8,849.389,—,4500.41,3518.412,44.268,—,81.544,-141.364,6457,—,11.883,620.542,155.128,-43.967,11.883,0.141,-48.991,0.809,-49.8,849.389,—,4500.41,3518.412,44.268,—,81.544,-141.364,6457,—,0.141,620.542,155.128,-43.967,11.883,0.141,-48.991,0.809,-49.8,849.389,—,4500.41,3518.412,44.268,—,81.544,-141.364,6457,—,-48.991,620.542,155.128,-43.967,11.883,0.141,-48.991,0.809,-49.8,849.389,—,4500.41,3518.412,44.268,—,81.544,-141.364,6457,—,0.809,620.542,155.128,-43.967,11.883,0.141,-48.991,0.809,-49.8,849.389,—,4500.41,3518.412,44.268,—,81.544,-141.364,6457,—,-49.8,620.542,155.128,-43.967,11.883,0.141,-48.991,0.809,-49.8,849.389,—,4500.41,3518.412,44.268,—,81.544,-141.364,6457,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,462.471,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,462.471,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,849.389,620.542,155.128,-43.967,11.883,0.141,-48.991,0.809,-49.8,849.389,—,4500.41,3518.412,44.268,—,81.544,-141.364,6457,—,—,620.542,155.128,-43.967,11.883,0.141,-48.991,0.809,-49.8,849.389,—,4500.41,3518.412,44.268,—,81.544,-141.364,6457,—,4500.41,620.542,155.128,-43.967,11.883,0.141,-48.991,0.809,-49.8,849.389,—,4500.41,3518.412,44.268,—,81.544,-141.364,6457,—,3518.412,620.542,155.128,-43.967,11.883,0.141,-48.991,0.809,-49.8,849.389,—,4500.41,3518.412,44.268,—,81.544,-141.364,6457,—,44.268,620.542,155.128,-43.967,11.883,0.141,-48.991,0.809,-49.8,849.389,—,4500.41,3518.412,44.268,—,81.544,-141.364,6457,—,—,620.542,155.128,-43.967,11.883,0.141,-48.991,0.809,-49.8,849.389,—,4500.41,3518.412,44.268,—,81.544,-141.364,6457,—,81.544,620.542,155.128,-43.967,11.883,0.141,-48.991,0.809,-49.8,849.389,—,4500.41,3518.412,44.268,—,81.544,-141.364,6457,—,-141.364,620.542,155.128,-43.967,11.883,0.141,-48.991,0.809,-49.8,849.389,—,4500.41,3518.412,44.268,—,81.544,-141.364,6457,—,6457,—,—,—,—,—,—,620.542,155.128,-43.967,11.883,0.141,-48.991,0.809,-49.8,849.389,—,4500.41,3518.412,44.268,—,81.544,-141.364,6457,—,—,—,—,—,—,—,—,620.542,155.128,-43.967,11.883,0.141,-48.991,0.809,-49.8,849.389,—,4500.41,3518.412,44.268,—,81.544,-141.364,6457,—,—,—,
06/30/2014,769.349,—,—,—,—,—,—,—,—,519.811,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,769.349,212.995,-28.753,31.238,0.467,-60.75,1.15,-61.9,1035.822,—,5054.463,4036.047,54.715,—,107.717,-175.685,7579,—,769.349,1.107,36.543,768.242,743.851,24.391,556.354,—,—,—,—,—,—,—,—,519.811,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,1.107,36.543,—,—,—,—,—,—,—,—,—,519.811,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,212.995,—,—,—,—,—,—,—,—,519.811,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,769.349,212.995,-28.753,31.238,0.467,-60.75,1.15,-61.9,1035.822,—,5054.463,4036.047,54.715,—,107.717,-175.685,7579,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,519.811,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,-28.753,769.349,212.995,-28.753,31.238,0.467,-60.75,1.15,-61.9,1035.822,—,5054.463,4036.047,54.715,—,107.717,-175.685,7579,—,31.238,769.349,212.995,-28.753,31.238,0.467,-60.75,1.15,-61.9,1035.822,—,5054.463,4036.047,54.715,—,107.717,-175.685,7579,—,0.467,769.349,212.995,-28.753,31.238,0.467,-60.75,1.15,-61.9,1035.822,—,5054.463,4036.047,54.715,—,107.717,-175.685,7579,—,-60.75,769.349,212.995,-28.753,31.238,0.467,-60.75,1.15,-61.9,1035.822,—,5054.463,4036.047,54.715,—,107.717,-175.685,7579,—,1.15,769.349,212.995,-28.753,31.238,0.467,-60.75,1.15,-61.9,1035.822,—,5054.463,4036.047,54.715,—,107.717,-175.685,7579,—,-61.9,769.349,212.995,-28.753,31.238,0.467,-60.75,1.15,-61.9,1035.822,—,5054.463,4036.047,54.715,—,107.717,-175.685,7579,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,519.811,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,519.811,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,1035.822,769.349,212.995,-28.753,31.238,0.467,-60.75,1.15,-61.9,1035.822,—,5054.463,4036.047,54.715,—,107.717,-175.685,7579,—,—,769.349,212.995,-28.753,31.238,0.467,-60.75,1.15,-61.9,1035.822,—,5054.463,4036.047,54.715,—,107.717,-175.685,7579,—,5054.463,769.349,212.995,-28.753,31.238,0.467,-60.75,1.15,-61.9,1035.822,—,5054.463,4036.047,54.715,—,107.717,-175.685,7579,—,4036.047,769.349,212.995,-28.753,31.238,0.467,-60.75,1.15,-61.9,1035.822,—,5054.463,4036.047,54.715,—,107.717,-175.685,7579,—,54.715,769.349,212.995,-28.753,31.238,0.467,-60.75,1.15,-61.9,1035.822,—,5054.463,4036.047,54.715,—,107.717,-175.685,7579,—,—,769.349,212.995,-28.753,31.238,0.467,-60.75,1.15,-61.9,1035.822,—,5054.463,4036.047,54.715,—,107.717,-175.685,7579,—,107.717,769.349,212.995,-28.753,31.238,0.467,-60.75,1.15,-61.9,1035.822,—,5054.463,4036.047,54.715,—,107.717,-175.685,7579,—,-175.685,769.349,212.995,-28.753,31.238,0.467,-60.75,1.15,-61.9,1035.822,—,5054.463,4036.047,54.715,—,107.717,-175.685,7579,—,7579,—,—,—,—,—,—,769.349,212.995,-28.753,31.238,0.467,-60.75,1.15,-61.9,1035.822,—,5054.463,4036.047,54.715,—,107.717,-175.685,7579,—,—,—,—,—,—,—,—,769.349,212.995,-28.753,31.238,0.467,-60.75,1.15,-61.9,1035.822,—,5054.463,4036.047,54.715,—,107.717,-175.685,7579,—,—,—,
09/30/2014,851.804,—,—,—,—,—,—,—,—,552.987,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,851.804,251.851,-39.129,29.062,0.3,-70.981,3.727,-74.708,1404.326,—,5437.533,4417.278,64.972,40.2,135.873,-284.175,7785,—,851.804,2.795,46.966,849.009,818.119,30.89,599.953,—,—,—,—,—,—,—,—,552.987,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,2.795,46.966,—,—,—,—,—,—,—,—,—,552.987,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,251.851,—,—,—,—,—,—,—,—,552.987,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,851.804,251.851,-39.129,29.062,0.3,-70.981,3.727,-74.708,1404.326,—,5437.533,4417.278,64.972,40.2,135.873,-284.175,7785,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,552.987,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,-39.129,851.804,251.851,-39.129,29.062,0.3,-70.981,3.727,-74.708,1404.326,—,5437.533,4417.278,64.972,40.2,135.873,-284.175,7785,—,29.062,851.804,251.851,-39.129,29.062,0.3,-70.981,3.727,-74.708,1404.326,—,5437.533,4417.278,64.972,40.2,135.873,-284.175,7785,—,0.3,851.804,251.851,-39.129,29.062,0.3,-70.981,3.727,-74.708,1404.326,—,5437.533,4417.278,64.972,40.2,135.873,-284.175,7785,—,-70.981,851.804,251.851,-39.129,29.062,0.3,-70.981,3.727,-74.708,1404.326,—,5437.533,4417.278,64.972,40.2,135.873,-284.175,7785,—,3.727,851.804,251.851,-39.129,29.062,0.3,-70.981,3.727,-74.708,1404.326,—,5437.533,4417.278,64.972,40.2,135.873,-284.175,7785,—,-74.708,851.804,251.851,-39.129,29.062,0.3,-70.981,3.727,-74.708,1404.326,—,5437.533,4417.278,64.972,40.2,135.873,-284.175,7785,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,552.987,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,552.987,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,1404.326,851.804,251.851,-39.129,29.062,0.3,-70.981,3.727,-74.708,1404.326,—,5437.533,4417.278,64.972,40.2,135.873,-284.175,7785,—,—,851.804,251.851,-39.129,29.062,0.3,-70.981,3.727,-74.708,1404.326,—,5437.533,4417.278,64.972,40.2,135.873,-284.175,7785,—,5437.533,851.804,251.851,-39.129,29.062,0.3,-70.981,3.727,-74.708,1404.326,—,5437.533,4417.278,64.972,40.2,135.873,-284.175,7785,—,4417.278,851.804,251.851,-39.129,29.062,0.3,-70.981,3.727,-74.708,1404.326,—,5437.533,4417.278,64.972,40.2,135.873,-284.175,7785,—,64.972,851.804,251.851,-39.129,29.062,0.3,-70.981,3.727,-74.708,1404.326,—,5437.533,4417.278,64.972,40.2,135.873,-284.175,7785,—,40.2,851.804,251.851,-39.129,29.062,0.3,-70.981,3.727,-74.708,1404.326,—,5437.533,4417.278,64.972,40.2,135.873,-284.175,7785,—,135.873,851.804,251.851,-39.129,29.062,0.3,-70.981,3.727,-74.708,1404.326,—,5437.533,4417.278,64.972,40.2,135.873,-284.175,7785,—,-284.175,851.804,251.851,-39.129,29.062,0.3,-70.981,3.727,-74.708,1404.326,—,5437.533,4417.278,64.972,40.2,135.873,-284.175,7785,—,7785,—,—,—,—,—,—,851.804,251.851,-39.129,29.062,0.3,-70.981,3.727,-74.708,1404.326,—,5437.533,4417.278,64.972,40.2,135.873,-284.175,7785,—,—,—,—,—,—,—,—,851.804,251.851,-39.129,29.062,0.3,-70.981,3.727,-74.708,1404.326,—,5437.533,4417.278,64.972,40.2,135.873,-284.175,7785,—,—,—,
