Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31
Chevron Corp (CVX US) - By Measure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
date,,Q4 2000,,Q1 2001,,Q2 2001,,Q3 2001,,Q4 2001,,Q1 2002,,Q2 2002,,Q3 2002,,Q4 2002,,Q1 2003,,Q2 2003,,Q3 2003,,Q4 2003,,Q1 2004,,Q2 2004,
date,,12/31/2000,,03/31/2001,,06/30/2001,,09/30/2001,,12/31/2001,,03/31/2002,,06/30/2002,,09/30/2002,,12/31/2002,,03/31/2003,,06/30/2003,,09/30/2003,,12/31/2003,,03/31/2004,,06/30/2004,
    United States,,1151,0.501962494548626,1313,0.539662967529799,884,0.419354838709677,599,0.472025216706068,143,0.28714859437751,304,0.419310344827586,536,1.31695331695332,370,-0.40929203539823,507,0.560840707964602,1016,0.529166666666667,638,0.39875,779,0.394430379746835,721,0.415561959654179,854,0.333333333333333,912,0.221090909090909
"  Downstream- Refining, Marketing and Transportation",,498,0.217182730047972,456,0.187422934648582,670,0.317836812144212,589,0.46414499605989,215,0.431726907630522,-61,-0.0841379310344828,18,0.0442260442260442,-158,0.174778761061947,-166,-0.183628318584071,315,0.1640625,438,0.27375,181,0.0916455696202532,233,0.134293948126801,640,0.249804839968774,1044,0.253090909090909
    International,,139,0.0606192760575665,267,0.109741060419236,139,0.0659392789373814,165,0.130023640661939,27,0.0542168674698795,93,0.128275862068966,48,0.117936117936118,-79,0.0873893805309734,-31,-0.0342920353982301,245,0.127604166666667,251,0.156875,33,0.0167088607594937,156,0.0899135446685879,364,0.14207650273224,527,0.127757575757576
    United States,,359,0.156563453990406,189,0.0776818742293465,531,0.251897533206831,424,0.334121355397951,188,0.377510040160643,-154,-0.212413793103448,-30,-0.0737100737100737,-79,0.0873893805309734,-135,-0.149336283185841,70,0.0364583333333333,187,0.116875,148,0.0749367088607595,77,0.0443804034582133,276,0.107728337236534,517,0.125333333333333
  Chemicals,,-13,-0.0056694286960314,-37,-0.0152075626798192,27,0.0128083491461101,-48,-0.0378250591016548,-244,-0.48995983935743,15,0.0206896551724138,36,0.0884520884520884,22,-0.0243362831858407,13,0.0143805309734513,3,0.0015625,34,0.02125,29,0.0146835443037975,0,,74,0.0288836846213895,59,0.0143030303030303
    United States,,-13,-0.0056694286960314,-44,-0.0180846691327579,10,0.0047438330170778,-71,-0.0559495665878645,-244,-0.48995983935743,3,0.00413793103448276,15,0.0368550368550369,5,-0.00553097345132743,13,0.0143805309734513,-20,-0.0104166666666667,9,0.005625,10,0.00506329113924051,0,,49,0.0191256830601093,40,0.0096969696969697
    International,,0,,7,0.00287710645293876,17,0.00806451612903226,23,0.0181245074862096,0,,12,0.016551724137931,21,0.0515970515970516,17,-0.0188053097345133,0,,23,0.0119791666666667,25,0.015625,19,0.00962025316455696,0,,25,0.00975800156128025,19,0.00460606060606061
  Adjustment,,—,,—,,—,,—,,—,,—,,—,,—,,—,,37,0.0192708333333333,20,0.0125,14,0.00708860759493671,—,,11,0.00429352068696331,43,0.0104242424242424
  All Other,,-239,-0.104230266027039,-238,-0.0978216193999178,-305,-0.144686907020873,-604,-0.475965327029157,-17,-0.034136546184739,-370,-0.510344827586207,-893,-2.19410319410319,-1685,1.86393805309735,-195,-0.21570796460177,-371,-0.193229166666667,-154,-0.09625,186,0.0941772151898734,-67,-0.0386167146974063,-137,-0.0534738485558158,39,0.00945454545454546
    United States,,-239,-0.104230266027039,—,,—,,—,,-17,-0.034136546184739,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
    International,,0,,—,,—,,—,,0,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
Property/Plant/Equipment,,44319,1.0,—,,—,,—,,42882,1.0,—,,—,,—,,44155,1.0,—,,—,,—,,44538,1.0,—,,—,
  All Other,,1657,0.0373880277082064,—,,—,,—,,916,0.0213609439858216,—,,—,,—,,1447,0.0327709206205413,—,,—,,—,,1481,0.0332525034801742,—,,—,
    United States,,1657,0.0373880277082064,—,,—,,—,,916,0.0213609439858216,—,,—,,—,,1447,0.0327709206205413,—,,—,,—,,1393,0.031276662625174,—,,—,
    International,,0,,—,,—,,—,,0,,—,,—,,—,,—,,—,,—,,—,,88,0.00197584085500022,—,,—,
"  Downstream- Refining, Marketing and Transportation",,12894,0.290936167332295,—,,—,,—,,12937,0.301688354087962,—,,—,,—,,12606,0.285494281508323,—,,—,,—,,11825,0.265503614890655,—,,—,
    United States,,6176,0.139353324759133,—,,—,,—,,6237,0.145445641527914,—,,—,,—,,6296,0.142588608311629,—,,—,,—,,5881,0.132044546230185,—,,—,
    International,,6718,0.151582842573163,—,,—,,—,,6700,0.156242712560049,—,,—,,—,,6310,0.142905673196693,—,,—,,—,,5944,0.13345906866047,—,,—,
  Chemicals,,737,0.0166294365847605,—,,—,,—,,726,0.0169301804953127,—,,—,,—,,737,0.0166912014494395,—,,—,,—,,707,0.0158740850509677,—,,—,
    International,,395,0.0089126559714795,—,,—,,—,,405,0.00944452217713726,—,,—,,—,,420,0.00951194655191938,—,,—,,—,,404,0.00907090574341012,—,,—,
    United States,,342,0.00771678061328099,—,,—,,—,,321,0.00748565831817546,—,,—,,—,,317,0.0071792548975201,—,,—,,—,,303,0.00680317930755759,—,,—,
  Upstream- Exploration and production,,29031,0.655046368374738,—,,—,,—,,28303,0.660020521430903,—,,—,,—,,29365,0.665043596421696,—,,—,,—,,30525,0.685369796578203,—,,—,
    International,,16938,0.382183713531442,—,,—,,—,,17743,0.413763350589991,—,,—,,—,,18908,0.428218774770694,—,,—,,—,,20572,0.46189770533028,—,,—,
    United States,,12093,0.272862654843295,—,,—,,—,,10560,0.246257170840912,—,,—,,—,,10457,0.236824821651002,—,,—,,—,,9953,0.223472091247923,—,,—,
Assets,,77621,1.0,42817,1.0,44055,1.0,44529,1.0,77572,1.0,78670,1.0,77642,1.0,77359,1.0,77359,1.0,81302,1.0,80586,1.0,81311,1.0,81470,1.0,93208,1.0,88563,1.0
  Upstream- Exploration and production,,37679,0.485422759304827,20542,0.479762711072705,20493,0.465168539325843,16895,0.379415661703609,36895,0.475622647346981,36716,0.466709037752638,37028,0.476906828778239,37843,0.489186778526093,37843,0.489186778526093,41021,0.50455093355637,41021,0.509033827215645,41021,0.504495086765628,41021,0.503510494660611,43108,0.462492489915029,42129,0.475695267775482
    International,,22463,0.289393334278095,14899,0.347969264544457,14922,0.338712972420838,4177,0.0938040378180512,24177,0.311671737224772,24493,0.311338502605822,25041,0.322518739857294,26172,0.338318747657028,26172,0.338318747657028,28520,0.350790878453175,28520,0.353907626634899,28520,0.350752050768039,28520,0.350067509512704,31239,0.335153634881126,29413,0.332113862448201
    United States,,15216,0.196029425026732,5643,0.131793446528248,5571,0.126455566905005,12718,0.285611623885558,12718,0.163950910122209,12223,0.155370535146816,11987,0.154388088920945,11671,0.150868030869065,11671,0.150868030869065,12501,0.153760055103195,12501,0.155126200580746,12501,0.15374303599759,12501,0.153442985147907,11869,0.127338855033903,12716,0.143581405327281
"  Downstream- Refining, Marketing and Transportation",,29152,0.375568467296221,12283,0.28687203680781,12487,0.283441153104074,15328,0.344225111724943,25328,0.32650956530707,26812,0.3408160671158,27057,0.348484067901394,27380,0.353934254579299,27380,0.353934254579299,26981,0.33186145482276,26981,0.334810016628198,26981,0.331824722362288,26981,0.331177120412422,29506,0.316560810230881,28960,0.326998859568894
    International,,17034,0.21945092178663,4167,0.0973211574841768,4267,0.09685620247418,6426,0.144310449370073,16426,0.211751662971175,17239,0.219130545315876,17524,0.225702583653177,17699,0.228790444550731,17699,0.228790444550731,17627,0.216808934589555,17627,0.21873526418981,17627,0.216784936847413,17627,0.216361850988094,19415,0.208297571023946,18998,0.214513961812495
    United States,,12118,0.156117545509591,8116,0.189550879323633,8220,0.186584950629894,8902,0.19991466235487,8902,0.114757902335894,9573,0.121685521799924,9533,0.122781484248216,9681,0.125143810028568,9681,0.125143810028568,9354,0.115052520233205,9354,0.116074752438389,9354,0.115039785514875,9354,0.114815269424328,10091,0.108263239206935,9962,0.112484897756399
  All Other,,7713,0.0993674392239214,10128,0.236541560595091,8082,0.183452502553626,2760,0.0619820790945227,12589,0.162287938947043,12399,0.157607728486081,2750,0.0354189742665052,9284,0.12001189260461,9284,0.12001189260461,10641,0.130882389117119,10641,0.132045268408905,10641,0.130867902251848,10641,0.130612495397079,17611,0.188943009183761,14584,0.164673735081242
    United States,,5361,0.0690663609074864,5064,0.118270780297545,5187,0.117739189649302,2059,0.0462395292955153,8950,0.115376682308049,8053,0.102364306597178,2072,0.0266865871564359,5364,0.0693390555720731,5364,0.0693390555720731,6644,0.0817200068878994,6644,0.0824460824460825,6644,0.0817109616165095,6644,0.0815514913465079,11746,0.126019225817526,7439,0.0839967029120513
    International,,2352,0.030301078316435,5064,0.118270780297545,2895,0.0657133129043241,701,0.0157425497990074,3639,0.0469112566389935,4346,0.055243421888903,678,0.00873238711006929,3920,0.0506728370325366,3920,0.0506728370325366,3997,0.0491623822292195,3997,0.0495991859628223,3997,0.0491569406353384,3997,0.0490610040505708,5865,0.0629237833662347,7145,0.0806770321691903
  Chemicals,,3077,0.03964133417503,-136,-0.00317630847560548,2993,0.0679378050164567,9546,0.214377147476925,2760,0.0355798483989068,2743,0.0348671666454811,10807,0.139190129053863,2852,0.0368670742899986,2852,0.0368670742899986,2659,0.0327052225037514,1943,0.0241108877472514,2668,0.0328122886202359,2827,0.0346998895298883,2983,0.0320036906703287,2890,0.0326321375743821
    United States,,2350,0.0302753120933768,2290,0.0534834294789453,2271,0.0515491998638066,8950,0.200992611556514,2059,0.0265430825555613,2058,0.0261599084784543,7210,0.0928621107132737,2154,0.0278442068796132,2154,0.0278442068796132,2165,0.0266291112149763,2165,0.0268657086838905,2165,0.0266261637416832,2165,0.0265741990916902,2316,0.0248476525620118,2226,0.0251346499102334
