Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43
Norfolk Southern Corp (NSC US) - By Measure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
In Millions of USD except Per Share,,FY 2003,,FY 2004,,FY 2005,,FY 2006,,FY 2007,,FY 2008,,FY 2009,,FY 2010,,FY 2011,,FY 2012,,FY 2013,,FY 2014,,FY 2015,,FY 2016,,FY 2017,,FY 2018,,FY 2019,,FY 2020,,FY 2021,,FY 2022,,FY 2023,
12 Months Ending,,12/31/2003,,12/31/2004,,12/31/2005,,12/31/2006,,12/31/2007,,12/31/2008,,12/31/2009,,12/31/2010,,12/31/2011,,12/31/2012,,12/31/2013,,12/31/2014,,12/31/2015,,12/31/2016,,12/31/2017,,12/31/2018,,12/31/2019,,12/31/2020,,12/31/2021,,12/31/2022,,12/31/2023,
    Industrial,,—,,9799000,0.0540923970345509,9524000,0.0510251643423894,9202000,0.0482874789444133,9794000,0.0526658242142339,8553000,0.0440358753629755,7509000,0.0476701371254444,7573000,0.0443303615854265,7713000,0.043360692601754,7376000,0.0472490375314684,7388000,0.0492303591657227,8599000,0.0606284944758198,8201000,0.0683524891441145,6152000,0.0617193535118433,5545000,0.0479758433625486,5410000,0.0471895607271205,4655000,0.0457183826201397,3566000,0.0553847109620104,3595000,0.0489421951153103,3765000,0.0491104038401336,3372000,0.0444315606388025
    Other,,9624000,0.0558476376170746,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
Avg Number of Employees,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Railroad Operation,,—,,28057,,29851,,30079,,30336,,30709,,28173,,28160,,29933,,30543,,29698,,29063,,30057,,27856,,26955,,26512,,24442,,20029,,18370,,18777,,20190,
Carloads/Unit Volumes,,—,,—,,—,,7900.9,1.0,7593,1.0,—,,—,,—,,—,,7107.2,1.0,7340.9,1.0,7674.9,1.0,7478.9,1.0,7259.7,1.0,7611.5,1.0,7928.3,1.0,7553.6,1.0,6683.5,1.0,7031.7,1.0,6834.5,1.0,6744.4,1.0
  Intermodal,,—,,—,,—,,3256.5,0.412168233998658,3120.7,0.410996970894245,—,,—,,—,,—,,3358.3,0.472520823953174,3572.3,0.486629704804588,3845.2,0.50100978514378,3861,0.516252390057361,3870.4,0.533134978029395,4074.1,0.535255862839125,4375.7,0.551908984271534,4207.2,0.556979453505613,3992.1,0.597306800329169,4104.1,0.583656868182658,3913.1,0.57255102787329,3822.4,0.566751675464089
    International,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,1279,0.166647122438077,1360.6,0.181925149420369,1454.2,0.200311307629792,1489.1,0.195638179071142,—,,—,,—,,—,,—,,—,
    Domestic,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,2566.2,0.334362662705703,2500.4,0.334327240636992,2416.2,0.332823670399603,2585,0.339617683767983,—,,—,,—,,—,,—,,—,
  Merchandise,,—,,—,,—,,2884.4,0.365072333531623,2772.9,0.365191623864085,—,,—,,—,,—,,2334.8,0.328511931562359,2421.9,0.329918674821888,2545.3,0.331639500188928,2538.2,0.339381459840351,2487.2,0.342603688857666,2491.4,0.327320501872167,2519.1,0.317735201745645,2432.4,0.322018640118619,2117.3,0.316795092391711,2269.6,0.322766898474053,2236.8,0.327280708171776,2244.9,0.332853923254848
"    Agriculture, Forest & Consumer Products",,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,790.7,0.0997313421540557,763.7,0.101104109298877,704.4,0.105393880451859,725.5,0.103175618982607,723,0.105786816884922,734.3,0.108875511535496
