Date,Revenue,  Streaming,  Streaming,  Streaming,  Streaming,  Streaming,  Streaming,  Streaming,  Streaming,  Streaming,  Streaming,  Streaming,  Streaming,  Streaming,  Streaming,  Streaming,    International,    International,    International,    International,    International,    International,    International,    International,    International,    International,    International,    International,    International,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,  DVD,  DVD,  DVD,  DVD,  DVD,  DVD,  DVD,  DVD,  DVD,  DVD,  DVD,  DVD,  DVD,Cost of Revenue,  DVD,  DVD,  DVD,  DVD,  DVD,  DVD,  DVD,  DVD,  DVD,  DVD,  DVD,  DVD,  DVD,  Streaming,  Streaming,  Streaming,  Streaming,  Streaming,  Streaming,  Streaming,  Streaming,  Streaming,  Streaming,  Streaming,  Streaming,  Streaming,  Streaming,  Streaming,    International,    International,    International,    International,    International,    International,    International,    International,    International,    International,    International,    International,    International,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,Cost of Revenue Growth Amount,  DVD,  DVD,  DVD,  DVD,  DVD,  DVD,  DVD,  DVD,  DVD,  DVD,  DVD,  DVD,  DVD,  Streaming,  Streaming,  Streaming,  Streaming,  Streaming,  Streaming,  Streaming,  Streaming,  Streaming,  Streaming,  Streaming,  Streaming,  Streaming,  Streaming,  Streaming,    International,    International,    International,    International,    International,    International,    International,    International,    International,    International,    International,    International,    International,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,Revenue Growth %,  Streaming,  Streaming,  Streaming,  Streaming,  Streaming,  Streaming,  Streaming,  Streaming,  Streaming,  Streaming,  Streaming,  Streaming,  Streaming,  Streaming,  Streaming,    International,    International,    International,    International,    International,    International,    International,    International,    International,    International,    International,    International,    International,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,  DVD,  DVD,  DVD,  DVD,  DVD,  DVD,  DVD,  DVD,  DVD,  DVD,  DVD,  DVD,  DVD,Cost of Revenue Growth %,  DVD,  DVD,  DVD,  DVD,  DVD,  DVD,  DVD,  DVD,  DVD,  DVD,  DVD,  DVD,  DVD,  Streaming,  Streaming,  Streaming,  Streaming,  Streaming,  Streaming,  Streaming,  Streaming,  Streaming,  Streaming,  Streaming,  Streaming,  Streaming,  Streaming,  Streaming,    International,    International,    International,    International,    International,    International,    International,    International,    International,    International,    International,    International,    International,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,Property/Plant/Equipment,  Streaming,  Streaming,  Streaming,  Streaming,  Streaming,  Streaming,  Streaming,  Streaming,  Streaming,  Streaming,  Streaming,  Streaming,  Streaming,  Streaming,  Streaming,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    International,    International,    International,    International,    International,    International,    International,    International,    International,    International,    International,    International,    International,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,Contribution Profit,  DVD,  DVD,  DVD,  DVD,  DVD,  DVD,  DVD,  DVD,  DVD,  DVD,  DVD,  DVD,  DVD,  Streaming,  Streaming,  Streaming,  Streaming,  Streaming,  Streaming,  Streaming,  Streaming,  Streaming,  Streaming,  Streaming,  Streaming,  Streaming,  Streaming,  Streaming,    International,    International,    International,    International,    International,    International,    International,    International,    International,    International,    International,    International,    International,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,Contribution Margin %,  International,  International,  Domestic,  Domestic,  DVD,  DVD,  DVD,  DVD,  DVD,  DVD,  DVD,  DVD,  DVD,  DVD,  DVD,  DVD,  DVD,Selling & Marketing Expense,  DVD,  DVD,  DVD,  DVD,  DVD,  DVD,  DVD,  DVD,  DVD,  DVD,  DVD,  DVD,  DVD,  Streaming,  Streaming,  Streaming,  Streaming,  Streaming,  Streaming,  Streaming,  Streaming,  Streaming,  Streaming,  Streaming,  Streaming,  Streaming,  Streaming,  Streaming,    International,    International,    International,    International,    International,    International,    International,    International,    International,    International,    International,    International,    International,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,Average Revenue per User (ARPU),  Streaming,  Streaming,  Streaming,  Streaming,  Streaming,  Streaming,  Streaming,  Streaming,  Streaming,  Streaming,  Streaming,  Streaming,  Streaming,  Streaming,  Streaming,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,  International,  International,  Domestic,  Domestic,  DVD,  DVD,  DVD,  DVD,  DVD,  DVD,  DVD,  DVD,  DVD,  DVD,  DVD,  DVD,  DVD,Number of Subscribers (end of period),  Streaming,  Streaming,  Streaming,  Streaming,  Streaming,  Streaming,  Streaming,  Streaming,  Streaming,  Streaming,  Streaming,  Streaming,  Streaming,  Streaming,  Streaming,    International,    International,    International,    International,    International,    International,    International,    International,    International,    International,    International,    International,    International,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,  DVD,  DVD,  DVD,  DVD,  DVD,  DVD,  DVD,  DVD,  DVD,  DVD,  DVD,  DVD,  DVD,Net Paid Subscriber Additions,  Streaming,  Streaming,  Streaming,  Streaming,  Streaming,  Streaming,  Streaming,  Streaming,  Streaming,  Streaming,  Streaming,  Streaming,  Streaming,  Streaming,  Streaming,    International,    International,    International,    International,    International,    International,    International,    International,    International,    International,    International,    International,    International,Net Subscriber Additions,  Streaming,  Streaming,  Streaming,  Streaming,  Streaming,  Streaming,  Streaming,  Streaming,  Streaming,  Streaming,  Streaming,  Streaming,  Streaming,  Streaming,  Streaming,    International,    International,    International,    International,    International,    International,    International,    International,    International,    International,    International,    International,    International,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,  DVD,  DVD,  DVD,  DVD,  DVD,  DVD,  DVD,  DVD,  DVD,  DVD,  DVD,  DVD,  DVD,Number of Paid Subscribers,  Streaming,  Streaming,  Streaming,  Streaming,  Streaming,  Streaming,  Streaming,  Streaming,  Streaming,  Streaming,  Streaming,  Streaming,  Streaming,  Streaming,  Streaming,    International,    International,    International,    International,    International,    International,    International,    International,    International,    International,    International,    International,    International,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,  DVD,  DVD,  DVD,  DVD,  DVD,  DVD,  DVD,  DVD,  DVD,  DVD,  DVD,  DVD,  DVD,Number of Free Subscribers,  DVD,  DVD,  DVD,  DVD,  DVD,  DVD,  DVD,  DVD,  DVD,  DVD,  DVD,  DVD,  DVD,  Streaming,  Streaming,  Streaming,  Streaming,  Streaming,  Streaming,  Streaming,  Streaming,  Streaming,  Streaming,  Streaming,  Streaming,  Streaming,  Streaming,  Streaming,    International,    International,    International,    International,    International,    International,    International,    International,    International,    International,    International,    International,    International,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,    Domestic,Average Number of Active Accounts,  Streaming,  Streaming,  Streaming,  Streaming,  Streaming,  Streaming,  Streaming,  Streaming,  Streaming,  Streaming,  Streaming,  Streaming,  Streaming,  Streaming,  Streaming,Source: Bloomberg
12/31/2014,1484.7,1305.2,923.404,—,—,—,149.875,178.164,203.671,—,57391,—,4330,54476,2915,—,387.8,350.211,—,—,58,11.171,-78.662,116.248,18277,—,2430,16778,1499,917.4,573.193,—,—,15,138.704,—,256.826,87.423,—,—,39114,—,1900,—,37698,—,1416,179.5,90.928,—,—,-12,88.561,—,0,—,5767,—,5668,99,1014.332,179.5,90.928,—,—,-12,88.561,—,0,—,5767,—,5668,99,1305.2,923.404,—,—,—,149.875,178.164,203.671,—,57391,—,4330,54476,2915,—,387.8,350.211,—,—,58,11.171,-78.662,116.248,18277,—,2430,16778,1499,917.4,573.193,—,—,15,138.704,—,256.826,87.423,—,—,39114,—,1900,—,37698,—,1416,—,179.5,90.928,—,—,-12,88.561,—,0,—,5767,—,5668,99,1305.2,923.404,—,—,—,149.875,178.164,203.671,—,57391,—,4330,54476,2915,—,387.8,350.211,—,—,58,11.171,-78.662,116.248,18277,—,2430,16778,1499,917.4,573.193,—,—,15,138.704,—,256.826,87.423,—,—,39114,—,1900,—,37698,—,1416,—,1305.2,923.404,—,—,—,149.875,178.164,203.671,—,57391,—,4330,54476,2915,—,387.8,350.211,—,—,58,11.171,-78.662,116.248,18277,—,2430,16778,1499,917.4,573.193,—,—,15,138.704,—,256.826,87.423,—,—,39114,—,1900,—,37698,—,1416,179.5,90.928,—,—,-12,88.561,—,0,—,5767,—,5668,99,—,179.5,90.928,—,—,-12,88.561,—,0,—,5767,—,5668,99,1305.2,923.404,—,—,—,149.875,178.164,203.671,—,57391,—,4330,54476,2915,—,387.8,350.211,—,—,58,11.171,-78.662,116.248,18277,—,2430,16778,1499,917.4,573.193,—,—,15,138.704,—,256.826,87.423,—,—,39114,—,1900,—,37698,—,1416,149.875,1305.2,923.404,—,—,—,149.875,178.164,203.671,—,57391,—,4330,54476,2915,—,917.4,573.193,—,—,15,138.704,—,256.826,87.423,—,—,39114,—,1900,—,37698,—,1416,387.8,350.211,—,—,58,11.171,-78.662,116.248,18277,—,2430,16778,1499,917.4,573.193,—,—,15,138.704,—,256.826,87.423,—,—,39114,—,1900,—,37698,—,1416,266.725,179.5,90.928,—,—,-12,88.561,—,0,—,5767,—,5668,99,1305.2,923.404,—,—,—,149.875,178.164,203.671,—,57391,—,4330,54476,2915,—,387.8,350.211,—,—,58,11.171,-78.662,116.248,18277,—,2430,16778,1499,917.4,573.193,—,—,15,138.704,—,256.826,87.423,—,—,39114,—,1900,—,37698,—,1416,—,-20.3,—,28,—,179.5,90.928,—,—,-12,88.561,—,0,—,5767,—,5668,99,203.671,179.5,90.928,—,—,-12,88.561,—,0,—,5767,—,5668,99,1305.2,923.404,—,—,—,149.875,178.164,203.671,—,57391,—,4330,54476,2915,—,387.8,350.211,—,—,58,11.171,-78.662,116.248,18277,—,2430,16778,1499,917.4,573.193,—,—,15,138.704,—,256.826,87.423,—,—,39114,—,1900,—,37698,—,1416,—,1305.2,923.404,—,—,—,149.875,178.164,203.671,—,57391,—,4330,54476,2915,—,917.4,573.193,—,—,15,138.704,—,256.826,87.423,—,—,39114,—,1900,—,37698,—,1416,-20.3,—,28,—,179.5,90.928,—,—,-12,88.561,—,0,—,5767,—,5668,99,63158,1305.2,923.404,—,—,—,149.875,178.164,203.671,—,57391,—,4330,54476,2915,—,387.8,350.211,—,—,58,11.171,-78.662,116.248,18277,—,2430,16778,1499,917.4,573.193,—,—,15,138.704,—,256.826,87.423,—,—,39114,—,1900,—,37698,—,1416,917.4,573.193,—,—,15,138.704,—,256.826,87.423,—,—,39114,—,1900,—,37698,—,1416,179.5,90.928,—,—,-12,88.561,—,0,—,5767,—,5668,99,—,1305.2,923.404,—,—,—,149.875,178.164,203.671,—,57391,—,4330,54476,2915,—,387.8,350.211,—,—,58,11.171,-78.662,116.248,18277,—,2430,16778,1499,4330,1305.2,923.404,—,—,—,149.875,178.164,203.671,—,57391,—,4330,54476,2915,—,387.8,350.211,—,—,58,11.171,-78.662,116.248,18277,—,2430,16778,1499,917.4,573.193,—,—,15,138.704,—,256.826,87.423,—,—,39114,—,1900,—,37698,—,1416,917.4,573.193,—,—,15,138.704,—,256.826,87.423,—,—,39114,—,1900,—,37698,—,1416,179.5,90.928,—,—,-12,88.561,—,0,—,5767,—,5668,99,60144,1305.2,923.404,—,—,—,149.875,178.164,203.671,—,57391,—,4330,54476,2915,—,387.8,350.211,—,—,58,11.171,-78.662,116.248,18277,—,2430,16778,1499,917.4,573.193,—,—,15,138.704,—,256.826,87.423,—,—,39114,—,1900,—,37698,—,1416,917.4,573.193,—,—,15,138.704,—,256.826,87.423,—,—,39114,—,1900,—,37698,—,1416,179.5,90.928,—,—,-12,88.561,—,0,—,5767,—,5668,99,3014,179.5,90.928,—,—,-12,88.561,—,0,—,5767,—,5668,99,1305.2,923.404,—,—,—,149.875,178.164,203.671,—,57391,—,4330,54476,2915,—,387.8,350.211,—,—,58,11.171,-78.662,116.248,18277,—,2430,16778,1499,917.4,573.193,—,—,15,138.704,—,256.826,87.423,—,—,39114,—,1900,—,37698,—,1416,917.4,573.193,—,—,15,138.704,—,256.826,87.423,—,—,39114,—,1900,—,37698,—,1416,—,1305.2,923.404,—,—,—,149.875,178.164,203.671,—,57391,—,4330,54476,2915,—,
03/31/2015,1573.129,1399.929,957.807,195.446,—,—,145.816,247.445,194.677,—,62274,—,4883,59619,2655,—,415.397,375.278,130.011,56,53,10.736,-65.007,105.126,20877,—,2600,19304,1573,984.532,582.529,65.435,23,13,135.08,—,312.452,89.551,8.41,—,41397,—,2283,—,40315,—,1082,173.2,88.594,-18.231,-15,-17,84.606,49,0,10.37,5564,-203,5470,94,1046.401,173.2,88.594,-18.231,-15,-17,84.606,49,0,10.37,5564,-203,5470,94,1399.929,957.807,195.446,—,—,145.816,247.445,194.677,—,62274,—,4883,59619,2655,—,415.397,375.278,130.011,56,53,10.736,-65.007,105.126,20877,—,2600,19304,1573,984.532,582.529,65.435,23,13,135.08,—,312.452,89.551,8.41,—,41397,—,2283,—,40315,—,1082,177.215,173.2,88.594,-18.231,-15,-17,84.606,49,0,10.37,5564,-203,5470,94,1399.929,957.807,195.446,—,—,145.816,247.445,194.677,—,62274,—,4883,59619,2655,—,415.397,375.278,130.011,56,53,10.736,-65.007,105.126,20877,—,2600,19304,1573,984.532,582.529,65.435,23,13,135.08,—,312.452,89.551,8.41,—,41397,—,2283,—,40315,—,1082,—,1399.929,957.807,195.446,—,—,145.816,247.445,194.677,—,62274,—,4883,59619,2655,—,415.397,375.278,130.011,56,53,10.736,-65.007,105.126,20877,—,2600,19304,1573,984.532,582.529,65.435,23,13,135.08,—,312.452,89.551,8.41,—,41397,—,2283,—,40315,—,1082,173.2,88.594,-18.231,-15,-17,84.606,49,0,10.37,5564,-203,5470,94,—,173.2,88.594,-18.231,-15,-17,84.606,49,0,10.37,5564,-203,5470,94,1399.929,957.807,195.446,—,—,145.816,247.445,194.677,—,62274,—,4883,59619,2655,—,415.397,375.278,130.011,56,53,10.736,-65.007,105.126,20877,—,2600,19304,1573,984.532,582.529,65.435,23,13,135.08,—,312.452,89.551,8.41,—,41397,—,2283,—,40315,—,1082,145.816,1399.929,957.807,195.446,—,—,145.816,247.445,194.677,—,62274,—,4883,59619,2655,—,984.532,582.529,65.435,23,13,135.08,—,312.452,89.551,8.41,—,41397,—,2283,—,40315,—,1082,415.397,375.278,130.011,56,53,10.736,-65.007,105.126,20877,—,2600,19304,1573,984.532,582.529,65.435,23,13,135.08,—,312.452,89.551,8.41,—,41397,—,2283,—,40315,—,1082,332.051,173.2,88.594,-18.231,-15,-17,84.606,49,0,10.37,5564,-203,5470,94,1399.929,957.807,195.446,—,—,145.816,247.445,194.677,—,62274,—,4883,59619,2655,—,415.397,375.278,130.011,56,53,10.736,-65.007,105.126,20877,—,2600,19304,1573,984.532,582.529,65.435,23,13,135.08,—,312.452,89.551,8.41,—,41397,—,2283,—,40315,—,1082,—,-16,7.68,32,—,173.2,88.594,-18.231,-15,-17,84.606,49,0,10.37,5564,-203,5470,94,194.677,173.2,88.594,-18.231,-15,-17,84.606,49,0,10.37,5564,-203,5470,94,1399.929,957.807,195.446,—,—,145.816,247.445,194.677,—,62274,—,4883,59619,2655,—,415.397,375.278,130.011,56,53,10.736,-65.007,105.126,20877,—,2600,19304,1573,984.532,582.529,65.435,23,13,135.08,—,312.452,89.551,8.41,—,41397,—,2283,—,40315,—,1082,—,1399.929,957.807,195.446,—,—,145.816,247.445,194.677,—,62274,—,4883,59619,2655,—,984.532,582.529,65.435,23,13,135.08,—,312.452,89.551,8.41,—,41397,—,2283,—,40315,—,1082,-16,7.68,32,—,173.2,88.594,-18.231,-15,-17,84.606,49,0,10.37,5564,-203,5470,94,67838,1399.929,957.807,195.446,—,—,145.816,247.445,194.677,—,62274,—,4883,59619,2655,—,415.397,375.278,130.011,56,53,10.736,-65.007,105.126,20877,—,2600,19304,1573,984.532,582.529,65.435,23,13,135.08,—,312.452,89.551,8.41,—,41397,—,2283,—,40315,—,1082,984.532,582.529,65.435,23,13,135.08,—,312.452,89.551,8.41,—,41397,—,2283,—,40315,—,1082,173.2,88.594,-18.231,-15,-17,84.606,49,0,10.37,5564,-203,5470,94,—,1399.929,957.807,195.446,—,—,145.816,247.445,194.677,—,62274,—,4883,59619,2655,—,415.397,375.278,130.011,56,53,10.736,-65.007,105.126,20877,—,2600,19304,1573,4680,1399.929,957.807,195.446,—,—,145.816,247.445,194.677,—,62274,—,4883,59619,2655,—,415.397,375.278,130.011,56,53,10.736,-65.007,105.126,20877,—,2600,19304,1573,984.532,582.529,65.435,23,13,135.08,—,312.452,89.551,8.41,—,41397,—,2283,—,40315,—,1082,984.532,582.529,65.435,23,13,135.08,—,312.452,89.551,8.41,—,41397,—,2283,—,40315,—,1082,173.2,88.594,-18.231,-15,-17,84.606,49,0,10.37,5564,-203,5470,94,65089,1399.929,957.807,195.446,—,—,145.816,247.445,194.677,—,62274,—,4883,59619,2655,—,415.397,375.278,130.011,56,53,10.736,-65.007,105.126,20877,—,2600,19304,1573,984.532,582.529,65.435,23,13,135.08,—,312.452,89.551,8.41,—,41397,—,2283,—,40315,—,1082,984.532,582.529,65.435,23,13,135.08,—,312.452,89.551,8.41,—,41397,—,2283,—,40315,—,1082,173.2,88.594,-18.231,-15,-17,84.606,49,0,10.37,5564,-203,5470,94,2749,173.2,88.594,-18.231,-15,-17,84.606,49,0,10.37,5564,-203,5470,94,1399.929,957.807,195.446,—,—,145.816,247.445,194.677,—,62274,—,4883,59619,2655,—,415.397,375.278,130.011,56,53,10.736,-65.007,105.126,20877,—,2600,19304,1573,984.532,582.529,65.435,23,13,135.08,—,312.452,89.551,8.41,—,41397,—,2283,—,40315,—,1082,984.532,582.529,65.435,23,13,135.08,—,312.452,89.551,8.41,—,41397,—,2283,—,40315,—,1082,—,1399.929,957.807,195.446,—,—,145.816,247.445,194.677,—,62274,—,4883,59619,2655,—,
06/30/2015,1644.694,1480.676,1035.657,222.737,—,—,171.396,247.879,197.14,—,65551,—,3277,62706,2845,—,454.763,422.966,156.269,48,59,11.261,-91.916,123.713,23251,—,2374,21649,1602,1025.913,612.691,66.468,22,12,160.135,—,339.795,73.427,8.41,—,42300,—,903,—,41057,—,1243,164.018,86.095,-15.833,-16,-16,77.923,48,0,10.23,5314,-250,5219,95,1121.752,164.018,86.095,-15.833,-16,-16,77.923,48,0,10.23,5314,-250,5219,95,1480.676,1035.657,222.737,—,—,171.396,247.879,197.14,—,65551,—,3277,62706,2845,—,454.763,422.966,156.269,48,59,11.261,-91.916,123.713,23251,—,2374,21649,1602,1025.913,612.691,66.468,22,12,160.135,—,339.795,73.427,8.41,—,42300,—,903,—,41057,—,1243,206.904,164.018,86.095,-15.833,-16,-16,77.923,48,0,10.23,5314,-250,5219,95,1480.676,1035.657,222.737,—,—,171.396,247.879,197.14,—,65551,—,3277,62706,2845,—,454.763,422.966,156.269,48,59,11.261,-91.916,123.713,23251,—,2374,21649,1602,1025.913,612.691,66.468,22,12,160.135,—,339.795,73.427,8.41,—,42300,—,903,—,41057,—,1243,—,1480.676,1035.657,222.737,—,—,171.396,247.879,197.14,—,65551,—,3277,62706,2845,—,454.763,422.966,156.269,48,59,11.261,-91.916,123.713,23251,—,2374,21649,1602,1025.913,612.691,66.468,22,12,160.135,—,339.795,73.427,8.41,—,42300,—,903,—,41057,—,1243,164.018,86.095,-15.833,-16,-16,77.923,48,0,10.23,5314,-250,5219,95,—,164.018,86.095,-15.833,-16,-16,77.923,48,0,10.23,5314,-250,5219,95,1480.676,1035.657,222.737,—,—,171.396,247.879,197.14,—,65551,—,3277,62706,2845,—,454.763,422.966,156.269,48,59,11.261,-91.916,123.713,23251,—,2374,21649,1602,1025.913,612.691,66.468,22,12,160.135,—,339.795,73.427,8.41,—,42300,—,903,—,41057,—,1243,171.396,1480.676,1035.657,222.737,—,—,171.396,247.879,197.14,—,65551,—,3277,62706,2845,—,1025.913,612.691,66.468,22,12,160.135,—,339.795,73.427,8.41,—,42300,—,903,—,41057,—,1243,454.763,422.966,156.269,48,59,11.261,-91.916,123.713,23251,—,2374,21649,1602,1025.913,612.691,66.468,22,12,160.135,—,339.795,73.427,8.41,—,42300,—,903,—,41057,—,1243,325.802,164.018,86.095,-15.833,-16,-16,77.923,48,0,10.23,5314,-250,5219,95,1480.676,1035.657,222.737,—,—,171.396,247.879,197.14,—,65551,—,3277,62706,2845,—,454.763,422.966,156.269,48,59,11.261,-91.916,123.713,23251,—,2374,21649,1602,1025.913,612.691,66.468,22,12,160.135,—,339.795,73.427,8.41,—,42300,—,903,—,41057,—,1243,—,-20,7.4,33,—,164.018,86.095,-15.833,-16,-16,77.923,48,0,10.23,5314,-250,5219,95,197.14,164.018,86.095,-15.833,-16,-16,77.923,48,0,10.23,5314,-250,5219,95,1480.676,1035.657,222.737,—,—,171.396,247.879,197.14,—,65551,—,3277,62706,2845,—,454.763,422.966,156.269,48,59,11.261,-91.916,123.713,23251,—,2374,21649,1602,1025.913,612.691,66.468,22,12,160.135,—,339.795,73.427,8.41,—,42300,—,903,—,41057,—,1243,—,1480.676,1035.657,222.737,—,—,171.396,247.879,197.14,—,65551,—,3277,62706,2845,—,1025.913,612.691,66.468,22,12,160.135,—,339.795,73.427,8.41,—,42300,—,903,—,41057,—,1243,-20,7.4,33,—,164.018,86.095,-15.833,-16,-16,77.923,48,0,10.23,5314,-250,5219,95,70865,1480.676,1035.657,222.737,—,—,171.396,247.879,197.14,—,65551,—,3277,62706,2845,—,454.763,422.966,156.269,48,59,11.261,-91.916,123.713,23251,—,2374,21649,1602,1025.913,612.691,66.468,22,12,160.135,—,339.795,73.427,8.41,—,42300,—,903,—,41057,—,1243,1025.913,612.691,66.468,22,12,160.135,—,339.795,73.427,8.41,—,42300,—,903,—,41057,—,1243,164.018,86.095,-15.833,-16,-16,77.923,48,0,10.23,5314,-250,5219,95,—,1480.676,1035.657,222.737,—,—,171.396,247.879,197.14,—,65551,—,3277,62706,2845,—,454.763,422.966,156.269,48,59,11.261,-91.916,123.713,23251,—,2374,21649,1602,3027,1480.676,1035.657,222.737,—,—,171.396,247.879,197.14,—,65551,—,3277,62706,2845,—,454.763,422.966,156.269,48,59,11.261,-91.916,123.713,23251,—,2374,21649,1602,1025.913,612.691,66.468,22,12,160.135,—,339.795,73.427,8.41,—,42300,—,903,—,41057,—,1243,1025.913,612.691,66.468,22,12,160.135,—,339.795,73.427,8.41,—,42300,—,903,—,41057,—,1243,164.018,86.095,-15.833,-16,-16,77.923,48,0,10.23,5314,-250,5219,95,67925,1480.676,1035.657,222.737,—,—,171.396,247.879,197.14,—,65551,—,3277,62706,2845,—,454.763,422.966,156.269,48,59,11.261,-91.916,123.713,23251,—,2374,21649,1602,1025.913,612.691,66.468,22,12,160.135,—,339.795,73.427,8.41,—,42300,—,903,—,41057,—,1243,1025.913,612.691,66.468,22,12,160.135,—,339.795,73.427,8.41,—,42300,—,903,—,41057,—,1243,164.018,86.095,-15.833,-16,-16,77.923,48,0,10.23,5314,-250,5219,95,2940,164.018,86.095,-15.833,-16,-16,77.923,48,0,10.23,5314,-250,5219,95,1480.676,1035.657,222.737,—,—,171.396,247.879,197.14,—,65551,—,3277,62706,2845,—,454.763,422.966,156.269,48,59,11.261,-91.916,123.713,23251,—,2374,21649,1602,1025.913,612.691,66.468,22,12,160.135,—,339.795,73.427,8.41,—,42300,—,903,—,41057,—,1243,1025.913,612.691,66.468,22,12,160.135,—,339.795,73.427,8.41,—,42300,—,903,—,41057,—,1243,—,1480.676,1035.657,222.737,—,—,171.396,247.879,197.14,—,65551,—,3277,62706,2845,—,
