Date,Revenue,  Goods & Products,  Goods & Products,  Goods & Products,  Goods & Products,  Goods & Products,  Goods & Products,  Goods & Products,  Goods & Products,  Goods & Products,  Goods & Products,    Automotive,    Automotive,    Automotive,    Automotive,    Automotive,    Automotive,    Automotive,    Automotive,    Automotive,    Automotive,      Vehicles,      Parts,      Parts For Production,      Others,      Others,    Others,    Others,    Others,    Others,    Others,    Others,    Others,    Others,    Others,    Others,      Information & Communication Business,      Housing Business,      Others,      Others,  Financial Services,  Financial Services,  Financial Services,  Financial Services,  Financial Services,  Financial Services,  Financial Services,  Financial Services,  Financial Services,  Financial Services,  Financial Services,Intersegment Revenue,  Goods & Products,  Goods & Products,  Goods & Products,  Goods & Products,  Goods & Products,  Goods & Products,  Goods & Products,  Goods & Products,  Goods & Products,  Goods & Products,    Others,    Others,    Others,    Others,    Others,    Others,    Others,    Others,    Others,    Others,    Automotive,    Automotive,    Automotive,    Automotive,    Automotive,    Automotive,    Automotive,    Automotive,    Automotive,    Automotive,  Financial Services,  Financial Services,  Financial Services,  Financial Services,  Financial Services,  Financial Services,  Financial Services,  Financial Services,  Financial Services,  Financial Services,  Financial Services,Revenue Including Intersegment Revenue,  Goods & Products,  Goods & Products,  Goods & Products,  Goods & Products,  Goods & Products,  Goods & Products,  Goods & Products,  Goods & Products,  Goods & Products,  Goods & Products,    Automotive,    Automotive,    Automotive,    Automotive,    Automotive,    Automotive,    Automotive,    Automotive,    Automotive,    Automotive,    Others,    Others,    Others,    Others,    Others,    Others,    Others,    Others,    Others,    Others,  Financial Services,  Financial Services,  Financial Services,  Financial Services,  Financial Services,  Financial Services,  Financial Services,  Financial Services,  Financial Services,  Financial Services,  Financial Services,Operating Income,  Goods & Products,  Goods & Products,  Goods & Products,  Goods & Products,  Goods & Products,  Goods & Products,  Goods & Products,  Goods & Products,  Goods & Products,  Goods & Products,    Automotive,    Automotive,    Automotive,    Automotive,    Automotive,    Automotive,    Automotive,    Automotive,    Automotive,    Automotive,    Others,    Others,    Others,    Others,    Others,    Others,    Others,    Others,    Others,    Others,  Financial Services,  Financial Services,  Financial Services,  Financial Services,  Financial Services,  Financial Services,  Financial Services,  Financial Services,  Financial Services,  Financial Services,  Financial Services,  Adjustments,  Adjustments,  Adjustments,  Adjustments,  Adjustments,  Adjustments,Revenue Growth %,  Automotive,  Automotive,  Others,  Others,  Financial Services,  Financial Services,  Financial Services,  Financial Services,  Financial Services,  Financial Services,  Financial Services,  Financial Services,  Financial Services,  Financial Services,  Financial Services,Revenue Including Intersegment Growth%,  Automotive,  Automotive,  Financial Services,  Financial Services,  Financial Services,  Financial Services,  Financial Services,  Financial Services,  Financial Services,  Financial Services,  Financial Services,  Financial Services,  Financial Services,  Others,  Others,Total Operating Expense,  Goods & Products,  Goods & Products,  Goods & Products,  Goods & Products,  Goods & Products,  Goods & Products,  Goods & Products,  Goods & Products,  Goods & Products,  Goods & Products,    Automotive,    Automotive,    Automotive,    Automotive,    Automotive,    Automotive,    Automotive,    Automotive,    Automotive,    Automotive,    Others,    Others,    Others,    Others,    Others,    Others,    Others,    Others,    Others,    Others,  Financial Services,  Financial Services,  Financial Services,  Financial Services,  Financial Services,  Financial Services,  Financial Services,  Financial Services,  Financial Services,  Financial Services,  Financial Services,  Adjustments,  Adjustments,  Adjustments,  Adjustments,  Adjustments,  Adjustments,Assets,  Financial Services,  Financial Services,  Financial Services,  Financial Services,  Financial Services,  Financial Services,  Financial Services,  Financial Services,  Financial Services,  Financial Services,  Financial Services,  Goods & Products,  Goods & Products,  Goods & Products,  Goods & Products,  Goods & Products,  Goods & Products,  Goods & Products,  Goods & Products,  Goods & Products,  Goods & Products,    Automotive,    Automotive,    Automotive,    Automotive,    Automotive,    Automotive,    Automotive,    Automotive,    Automotive,    Automotive,    Others,    Others,    Others,    Others,    Others,    Others,    Others,    Others,    Others,    Others,  Adjustments,  Adjustments,  Adjustments,  Adjustments,  Adjustments,  Adjustments,Depreciation and Amortization,  Goods & Products,  Goods & Products,  Goods & Products,  Goods & Products,  Goods & Products,  Goods & Products,  Goods & Products,  Goods & Products,  Goods & Products,  Goods & Products,    Automotive,    Automotive,    Automotive,    Automotive,    Automotive,    Automotive,    Automotive,    Automotive,    Automotive,    Automotive,    Others,    Others,    Others,    Others,    Others,    Others,    Others,    Others,    Others,    Others,  Financial Services,  Financial Services,  Financial Services,  Financial Services,  Financial Services,  Financial Services,  Financial Services,  Financial Services,  Financial Services,  Financial Services,  Financial Services,  Adjustments,  Adjustments,  Adjustments,  Adjustments,  Adjustments,  Adjustments,R&D Expenses,  Goods & Products,  Goods & Products,  Goods & Products,  Goods & Products,  Goods & Products,  Goods & Products,  Goods & Products,  Goods & Products,  Goods & Products,  Goods & Products,    Others,    Others,    Others,    Others,    Others,    Others,    Others,    Others,    Others,    Others,    Automotive,    Automotive,    Automotive,    Automotive,    Automotive,    Automotive,    Automotive,    Automotive,    Automotive,    Automotive,Capital Expenditures,  Adjustments,  Adjustments,  Adjustments,  Adjustments,  Adjustments,  Adjustments,  Goods & Products,  Goods & Products,  Goods & Products,  Goods & Products,  Goods & Products,  Goods & Products,  Goods & Products,  Goods & Products,  Goods & Products,  Goods & Products,    Others,    Others,    Others,    Others,    Others,    Others,    Others,    Others,    Others,    Others,    Automotive,    Automotive,    Automotive,    Automotive,    Automotive,    Automotive,    Automotive,    Automotive,    Automotive,    Automotive,  Financial Services,  Financial Services,  Financial Services,  Financial Services,  Financial Services,  Financial Services,  Financial Services,  Financial Services,  Financial Services,  Financial Services,  Financial Services,Number of Employees,  Goods & Products,  Goods & Products,  Goods & Products,  Goods & Products,  Goods & Products,  Goods & Products,  Goods & Products,  Goods & Products,  Goods & Products,  Goods & Products,    Automotive,    Automotive,    Automotive,    Automotive,    Automotive,    Automotive,    Automotive,    Automotive,    Automotive,    Automotive,    Others,    Others,    Others,    Others,    Others,    Others,    Others,    Others,    Others,    Others,  Financial Services,  Financial Services,  Financial Services,  Financial Services,  Financial Services,  Financial Services,  Financial Services,  Financial Services,  Financial Services,  Financial Services,  Financial Services,  Adjustments,  Adjustments,  Adjustments,  Adjustments,  Adjustments,  Adjustments,Vehicles Sold - Retail Basis,  Total Retail Unit Sales,Source: Bloomberg
03/31/2004,17294.76,—,—,—,—,—,—,—,—,—,—,15963.1,10.726,—,1518.954,—,10207.395,772.829,593.626,-1020.608,233184,13830.174,998.647,236.467,897.812,443.569,614.933,281.311,—,15.247,—,941.925,21.542,88.653,-43.212,19895,50.222,121.142,897.812,443.569,716.727,20.125,—,145.998,—,—,—,8138.297,175.533,-432.222,6370,312.162,—,—,—,—,—,—,—,—,—,—,614.933,281.311,—,15.247,—,941.925,21.542,88.653,-43.212,19895,15963.1,10.726,—,1518.954,—,10207.395,772.829,593.626,-1020.608,233184,716.727,20.125,—,145.998,—,—,—,8138.297,175.533,-432.222,6370,—,—,—,—,—,—,—,—,—,—,—,15963.1,10.726,—,1518.954,—,10207.395,772.829,593.626,-1020.608,233184,614.933,281.311,—,15.247,—,941.925,21.542,88.653,-43.212,19895,716.727,20.125,—,145.998,—,—,—,8138.297,175.533,-432.222,6370,1666.89,—,—,—,—,—,—,—,—,—,—,15963.1,10.726,—,1518.954,—,10207.395,772.829,593.626,-1020.608,233184,614.933,281.311,—,15.247,—,941.925,21.542,88.653,-43.212,19895,716.727,20.125,—,145.998,—,—,—,8138.297,175.533,-432.222,6370,-13.309,—,2752.611,—,7.501,4961,—,—,—,—,—,716.727,20.125,—,145.998,—,—,—,8138.297,175.533,-432.222,6370,—,—,—,716.727,20.125,—,145.998,—,—,—,8138.297,175.533,-432.222,6370,—,—,—,—,—,—,—,—,—,—,—,—,—,15963.1,10.726,—,1518.954,—,10207.395,772.829,593.626,-1020.608,233184,614.933,281.311,—,15.247,—,941.925,21.542,88.653,-43.212,19895,716.727,20.125,—,145.998,—,—,—,8138.297,175.533,-432.222,6370,-13.309,—,2752.611,—,7.501,4961,22040.228,716.727,20.125,—,145.998,—,—,—,8138.297,175.533,-432.222,6370,—,—,—,—,—,—,—,—,—,—,15963.1,10.726,—,1518.954,—,10207.395,772.829,593.626,-1020.608,233184,614.933,281.311,—,15.247,—,941.925,21.542,88.653,-43.212,19895,-13.309,—,2752.611,—,7.501,4961,969.904,—,—,—,—,—,—,—,—,—,—,15963.1,10.726,—,1518.954,—,10207.395,772.829,593.626,-1020.608,233184,614.933,281.311,—,15.247,—,941.925,21.542,88.653,-43.212,19895,716.727,20.125,—,145.998,—,—,—,8138.297,175.533,-432.222,6370,-13.309,—,2752.611,—,7.501,4961,682.279,—,—,—,—,—,—,—,—,—,—,614.933,281.311,—,15.247,—,941.925,21.542,88.653,-43.212,19895,15963.1,10.726,—,1518.954,—,10207.395,772.829,593.626,-1020.608,233184,-1488.541,-13.309,—,2752.611,—,7.501,4961,—,—,—,—,—,—,—,—,—,—,614.933,281.311,—,15.247,—,941.925,21.542,88.653,-43.212,19895,15963.1,10.726,—,1518.954,—,10207.395,772.829,593.626,-1020.608,233184,716.727,20.125,—,145.998,—,—,—,8138.297,175.533,-432.222,6370,264410,—,—,—,—,—,—,—,—,—,—,15963.1,10.726,—,1518.954,—,10207.395,772.829,593.626,-1020.608,233184,614.933,281.311,—,15.247,—,941.925,21.542,88.653,-43.212,19895,716.727,20.125,—,145.998,—,—,—,8138.297,175.533,-432.222,6370,-13.309,—,2752.611,—,7.501,4961,—,—,
03/31/2005,18551.526,—,—,—,—,—,—,—,—,—,—,17098.415,—,—,1452.535,—,11141.197,754.339,658.269,-1161.757,231914,14803.255,1091.673,236.592,966.895,511.686,692.447,—,—,33.743,—,1025.517,22.79,96.878,-50.555,21845,44.661,136.1,966.895,511.686,760.664,—,—,200.853,6.1,—,—,9487.248,220.584,-726.777,6843,—,—,—,—,—,—,—,—,—,—,—,692.447,—,—,33.743,—,1025.517,22.79,96.878,-50.555,21845,17098.415,—,—,1452.535,—,11141.197,754.339,658.269,-1161.757,231914,760.664,—,—,200.853,6.1,—,—,9487.248,220.584,-726.777,6843,—,—,—,—,—,—,—,—,—,—,—,17098.415,—,—,1452.535,—,11141.197,754.339,658.269,-1161.757,231914,692.447,—,—,33.743,—,1025.517,22.79,96.878,-50.555,21845,760.664,—,—,200.853,6.1,—,—,9487.248,220.584,-726.777,6843,1672.187,—,—,—,—,—,—,—,—,—,—,17098.415,—,—,1452.535,—,11141.197,754.339,658.269,-1161.757,231914,692.447,—,—,33.743,—,1025.517,22.79,96.878,-50.555,21845,760.664,—,—,200.853,6.1,—,—,9487.248,220.584,-726.777,6843,-14.944,—,2681.049,—,-15.849,5151,—,7.1,—,12.6,—,760.664,—,—,200.853,6.1,—,—,9487.248,220.584,-726.777,6843,—,7.1,—,760.664,—,—,200.853,6.1,—,—,9487.248,220.584,-726.777,6843,12.6,—,—,—,—,—,—,—,—,—,—,—,—,17098.415,—,—,1452.535,—,11141.197,754.339,658.269,-1161.757,231914,692.447,—,—,33.743,—,1025.517,22.79,96.878,-50.555,21845,760.664,—,—,200.853,6.1,—,—,9487.248,220.584,-726.777,6843,-14.944,—,2681.049,—,-15.849,5151,24335.011,760.664,—,—,200.853,6.1,—,—,9487.248,220.584,-726.777,6843,—,—,—,—,—,—,—,—,—,—,17098.415,—,—,1452.535,—,11141.197,754.339,658.269,-1161.757,231914,692.447,—,—,33.743,—,1025.517,22.79,96.878,-50.555,21845,-14.944,—,2681.049,—,-15.849,5151,997.713,—,—,—,—,—,—,—,—,—,—,17098.415,—,—,1452.535,—,11141.197,754.339,658.269,-1161.757,231914,692.447,—,—,33.743,—,1025.517,22.79,96.878,-50.555,21845,760.664,—,—,200.853,6.1,—,—,9487.248,220.584,-726.777,6843,-14.944,—,2681.049,—,-15.849,5151,755.147,—,—,—,—,—,—,—,—,—,—,692.447,—,—,33.743,—,1025.517,22.79,96.878,-50.555,21845,17098.415,—,—,1452.535,—,11141.197,754.339,658.269,-1161.757,231914,-1954.938,-14.944,—,2681.049,—,-15.849,5151,—,—,—,—,—,—,—,—,—,—,692.447,—,—,33.743,—,1025.517,22.79,96.878,-50.555,21845,17098.415,—,—,1452.535,—,11141.197,754.339,658.269,-1161.757,231914,760.664,—,—,200.853,6.1,—,—,9487.248,220.584,-726.777,6843,265753,—,—,—,—,—,—,—,—,—,—,17098.415,—,—,1452.535,—,11141.197,754.339,658.269,-1161.757,231914,692.447,—,—,33.743,—,1025.517,22.79,96.878,-50.555,21845,760.664,—,—,200.853,6.1,—,—,9487.248,220.584,-726.777,6843,-14.944,—,2681.049,—,-15.849,5151,—,—,
03/31/2006,21036.909,—,—,—,—,—,—,—,—,—,—,19325.616,12.528,19338.144,1694.045,—,12354.827,880.36,697.92,-1615.814,250136,—,—,—,—,—,733.877,456.414,1190.291,39.748,—,1191.261,29.084,114.728,-45.282,23614,—,—,—,—,977.416,19.493,996.909,155.817,—,—,—,11613.508,301.734,-1110.191,6975,488.435,—,—,—,—,—,—,—,—,—,—,733.877,456.414,1190.291,39.748,—,1191.261,29.084,114.728,-45.282,23614,19325.616,12.528,19338.144,1694.045,—,12354.827,880.36,697.92,-1615.814,250136,977.416,19.493,996.909,155.817,—,—,—,11613.508,301.734,-1110.191,6975,21525.344,—,—,—,—,—,—,—,—,—,—,19325.616,12.528,19338.144,1694.045,—,12354.827,880.36,697.92,-1615.814,250136,733.877,456.414,1190.291,39.748,—,1191.261,29.084,114.728,-45.282,23614,977.416,19.493,996.909,155.817,—,—,—,11613.508,301.734,-1110.191,6975,1878.342,—,—,—,—,—,—,—,—,—,—,19325.616,12.528,19338.144,1694.045,—,12354.827,880.36,697.92,-1615.814,250136,733.877,456.414,1190.291,39.748,—,1191.261,29.084,114.728,-45.282,23614,977.416,19.493,996.909,155.817,—,—,—,11613.508,301.734,-1110.191,6975,-11.268,—,3571.999,—,0.047,5252,—,—,—,—,—,977.416,19.493,996.909,155.817,—,—,—,11613.508,301.734,-1110.191,6975,—,—,—,977.416,19.493,996.909,155.817,—,—,—,11613.508,301.734,-1110.191,6975,—,—,—,—,—,—,—,—,—,—,—,—,—,19325.616,12.528,19338.144,1694.045,—,12354.827,880.36,697.92,-1615.814,250136,733.877,456.414,1190.291,39.748,—,1191.261,29.084,114.728,-45.282,23614,977.416,19.493,996.909,155.817,—,—,—,11613.508,301.734,-1110.191,6975,-11.268,—,3571.999,—,0.047,5252,28731.595,977.416,19.493,996.909,155.817,—,—,—,11613.508,301.734,-1110.191,6975,—,—,—,—,—,—,—,—,—,—,19325.616,12.528,19338.144,1694.045,—,12354.827,880.36,697.92,-1615.814,250136,733.877,456.414,1190.291,39.748,—,1191.261,29.084,114.728,-45.282,23614,-11.268,—,3571.999,—,0.047,5252,1211.178,—,—,—,—,—,—,—,—,—,—,19325.616,12.528,19338.144,1694.045,—,12354.827,880.36,697.92,-1615.814,250136,733.877,456.414,1190.291,39.748,—,1191.261,29.084,114.728,-45.282,23614,977.416,19.493,996.909,155.817,—,—,—,11613.508,301.734,-1110.191,6975,-11.268,—,3571.999,—,0.047,5252,812.648,—,—,—,—,—,—,—,—,—,—,733.877,456.414,1190.291,39.748,—,1191.261,29.084,114.728,-45.282,23614,19325.616,12.528,19338.144,1694.045,—,12354.827,880.36,697.92,-1615.814,250136,-2771.24,-11.268,—,3571.999,—,0.047,5252,—,—,—,—,—,—,—,—,—,—,733.877,456.414,1190.291,39.748,—,1191.261,29.084,114.728,-45.282,23614,19325.616,12.528,19338.144,1694.045,—,12354.827,880.36,697.92,-1615.814,250136,977.416,19.493,996.909,155.817,—,—,—,11613.508,301.734,-1110.191,6975,285977,—,—,—,—,—,—,—,—,—,—,19325.616,12.528,19338.144,1694.045,—,12354.827,880.36,697.92,-1615.814,250136,733.877,456.414,1190.291,39.748,—,1191.261,29.084,114.728,-45.282,23614,977.416,19.493,996.909,155.817,—,—,—,11613.508,301.734,-1110.191,6975,-11.268,—,3571.999,—,0.047,5252,—,—,
03/31/2007,23948.091,—,—,—,—,—,—,—,—,—,—,21914.168,13.838,21928.006,2038.828,—,13297.362,950.762,803.606,-1570.875,262319,18751.807,1551.969,334.619,1275.773,540.475,755.929,567.802,1323.731,39.679,—,1459.965,28.956,87.176,-47.948,24172,59.611,155.843,1275.773,540.475,1277.994,22.554,1300.548,158.495,—,—,—,13735.434,402.876,-1268.186,7384,604.194,—,—,—,—,—,—,—,—,—,—,755.929,567.802,1323.731,39.679,—,1459.965,28.956,87.176,-47.948,24172,21914.168,13.838,21928.006,2038.828,—,13297.362,950.762,803.606,-1570.875,262319,1277.994,22.554,1300.548,158.495,—,—,—,13735.434,402.876,-1268.186,7384,24552.285,—,—,—,—,—,—,—,—,—,—,21914.168,13.838,21928.006,2038.828,—,13297.362,950.762,803.606,-1570.875,262319,755.929,567.802,1323.731,39.679,—,1459.965,28.956,87.176,-47.948,24172,1277.994,22.554,1300.548,158.495,—,—,—,13735.434,402.876,-1268.186,7384,2238.683,—,—,—,—,—,—,—,—,—,—,21914.168,13.838,21928.006,2038.828,—,13297.362,950.762,803.606,-1570.875,262319,755.929,567.802,1323.731,39.679,—,1459.965,28.956,87.176,-47.948,24172,1277.994,22.554,1300.548,158.495,—,—,—,13735.434,402.876,-1268.186,7384,1.681,—,4082.018,—,51.192,5519,—,—,—,—,—,1277.994,22.554,1300.548,158.495,—,—,—,13735.434,402.876,-1268.186,7384,—,—,—,1277.994,22.554,1300.548,158.495,—,—,—,13735.434,402.876,-1268.186,7384,—,—,—,—,—,—,—,—,—,—,—,—,—,21914.168,13.838,21928.006,2038.828,—,13297.362,950.762,803.606,-1570.875,262319,755.929,567.802,1323.731,39.679,—,1459.965,28.956,87.176,-47.948,24172,1277.994,22.554,1300.548,158.495,—,—,—,13735.434,402.876,-1268.186,7384,1.681,—,4082.018,—,51.192,5519,32574.779,1277.994,22.554,1300.548,158.495,—,—,—,13735.434,402.876,-1268.186,7384,—,—,—,—,—,—,—,—,—,—,21914.168,13.838,21928.006,2038.828,—,13297.362,950.762,803.606,-1570.875,262319,755.929,567.802,1323.731,39.679,—,1459.965,28.956,87.176,-47.948,24172,1.681,—,4082.018,—,51.192,5519,1382.594,—,—,—,—,—,—,—,—,—,—,21914.168,13.838,21928.006,2038.828,—,13297.362,950.762,803.606,-1570.875,262319,755.929,567.802,1323.731,39.679,—,1459.965,28.956,87.176,-47.948,24172,1277.994,22.554,1300.548,158.495,—,—,—,13735.434,402.876,-1268.186,7384,1.681,—,4082.018,—,51.192,5519,890.782,—,—,—,—,—,—,—,—,—,—,755.929,567.802,1323.731,39.679,—,1459.965,28.956,87.176,-47.948,24172,21914.168,13.838,21928.006,2038.828,—,13297.362,950.762,803.606,-1570.875,262319,-2835.817,1.681,—,4082.018,—,51.192,5519,—,—,—,—,—,—,—,—,—,—,755.929,567.802,1323.731,39.679,—,1459.965,28.956,87.176,-47.948,24172,21914.168,13.838,21928.006,2038.828,—,13297.362,950.762,803.606,-1570.875,262319,1277.994,22.554,1300.548,158.495,—,—,—,13735.434,402.876,-1268.186,7384,299394,—,—,—,—,—,—,—,—,—,—,21914.168,13.838,21928.006,2038.828,—,13297.362,950.762,803.606,-1570.875,262319,755.929,567.802,1323.731,39.679,—,1459.965,28.956,87.176,-47.948,24172,1277.994,22.554,1300.548,158.495,—,—,—,13735.434,402.876,-1268.186,7384,1.681,—,4082.018,—,51.192,5519,—,—,
03/31/2008,26289.24,—,—,—,—,—,—,—,—,—,—,24160.254,17.052,24177.306,2171.905,—,13593.025,1050.541,863.974,-1546.524,277443,20723.588,1785.684,342.244,1308.738,460.442,660.256,686.699,1346.955,33.08,—,1273.56,30.869,94.908,-56.439,25548,56.22,143.594,1308.738,460.442,1468.73,29.624,1498.354,86.494,14.9,15.2,—,13942.372,409.725,-1149.842,8138,733.375,—,—,—,—,—,—,—,—,—,—,660.256,686.699,1346.955,33.08,—,1273.56,30.869,94.908,-56.439,25548,24160.254,17.052,24177.306,2171.905,—,13593.025,1050.541,863.974,-1546.524,277443,1468.73,29.624,1498.354,86.494,14.9,15.2,—,13942.372,409.725,-1149.842,8138,27022.615,—,—,—,—,—,—,—,—,—,—,24160.254,17.052,24177.306,2171.905,—,13593.025,1050.541,863.974,-1546.524,277443,660.256,686.699,1346.955,33.08,—,1273.56,30.869,94.908,-56.439,25548,1468.73,29.624,1498.354,86.494,14.9,15.2,—,13942.372,409.725,-1149.842,8138,2270.375,—,—,—,—,—,—,—,—,—,—,24160.254,17.052,24177.306,2171.905,—,13593.025,1050.541,863.974,-1546.524,277443,660.256,686.699,1346.955,33.08,—,1273.56,30.869,94.908,-56.439,25548,1468.73,29.624,1498.354,86.494,14.9,15.2,—,13942.372,409.725,-1149.842,8138,-21.104,—,3649.363,—,-7.17,4992,—,10.2,10.3,-12.7,1.8,1468.73,29.624,1498.354,86.494,14.9,15.2,—,13942.372,409.725,-1149.842,8138,—,10.2,10.3,1468.73,29.624,1498.354,86.494,14.9,15.2,—,13942.372,409.725,-1149.842,8138,-12.7,1.8,—,—,—,—,—,—,—,—,—,—,—,24160.254,17.052,24177.306,2171.905,—,13593.025,1050.541,863.974,-1546.524,277443,660.256,686.699,1346.955,33.08,—,1273.56,30.869,94.908,-56.439,25548,1468.73,29.624,1498.354,86.494,14.9,15.2,—,13942.372,409.725,-1149.842,8138,-21.104,—,3649.363,—,-7.17,4992,32458.32,1468.73,29.624,1498.354,86.494,14.9,15.2,—,13942.372,409.725,-1149.842,8138,—,—,—,—,—,—,—,—,—,—,24160.254,17.052,24177.306,2171.905,—,13593.025,1050.541,863.974,-1546.524,277443,660.256,686.699,1346.955,33.08,—,1273.56,30.869,94.908,-56.439,25548,-21.104,—,3649.363,—,-7.17,4992,1491.135,—,—,—,—,—,—,—,—,—,—,24160.254,17.052,24177.306,2171.905,—,13593.025,1050.541,863.974,-1546.524,277443,660.256,686.699,1346.955,33.08,—,1273.56,30.869,94.908,-56.439,25548,1468.73,29.624,1498.354,86.494,14.9,15.2,—,13942.372,409.725,-1149.842,8138,-21.104,—,3649.363,—,-7.17,4992,958.882,—,—,—,—,—,—,—,—,—,—,660.256,686.699,1346.955,33.08,—,1273.56,30.869,94.908,-56.439,25548,24160.254,17.052,24177.306,2171.905,—,13593.025,1050.541,863.974,-1546.524,277443,-2759.975,-21.104,—,3649.363,—,-7.17,4992,—,—,—,—,—,—,—,—,—,—,660.256,686.699,1346.955,33.08,—,1273.56,30.869,94.908,-56.439,25548,24160.254,17.052,24177.306,2171.905,—,13593.025,1050.541,863.974,-1546.524,277443,1468.73,29.624,1498.354,86.494,14.9,15.2,—,13942.372,409.725,-1149.842,8138,316121,—,—,—,—,—,—,—,—,—,—,24160.254,17.052,24177.306,2171.905,—,13593.025,1050.541,863.974,-1546.524,277443,660.256,686.699,1346.955,33.08,—,1273.56,30.869,94.908,-56.439,25548,1468.73,29.624,1498.354,86.494,14.9,15.2,—,13942.372,409.725,-1149.842,8138,-21.104,—,3649.363,—,-7.17,4992,—,—,
03/31/2009,20529.57,19173.72,575.95,19749.67,-384.963,—,12847.716,1105.233,904.075,-1378.906,307299,18550.501,14.222,18564.723,-394.876,—,11716.316,1072.848,817.09,-1343.572,280585,—,—,—,—,—,623.219,561.728,1184.947,9.913,—,1131.4,32.385,86.985,-35.334,26714,—,—,—,—,1355.85,21.698,1377.548,-71.947,—,—,—,13631.662,389.937,-883.968,8420,597.648,19173.72,575.95,19749.67,-384.963,—,12847.716,1105.233,904.075,-1378.906,307299,623.219,561.728,1184.947,9.913,—,1131.4,32.385,86.985,-35.334,26714,18550.501,14.222,18564.723,-394.876,—,11716.316,1072.848,817.09,-1343.572,280585,1355.85,21.698,1377.548,-71.947,—,—,—,13631.662,389.937,-883.968,8420,21127.218,19173.72,575.95,19749.67,-384.963,—,12847.716,1105.233,904.075,-1378.906,307299,18550.501,14.222,18564.723,-394.876,—,11716.316,1072.848,817.09,-1343.572,280585,623.219,561.728,1184.947,9.913,—,1131.4,32.385,86.985,-35.334,26714,1355.85,21.698,1377.548,-71.947,—,—,—,13631.662,389.937,-883.968,8420,-461.011,19173.72,575.95,19749.67,-384.963,—,12847.716,1105.233,904.075,-1378.906,307299,18550.501,14.222,18564.723,-394.876,—,11716.316,1072.848,817.09,-1343.572,280585,623.219,561.728,1184.947,9.913,—,1131.4,32.385,86.985,-35.334,26714,1355.85,21.698,1377.548,-71.947,—,—,—,13631.662,389.937,-883.968,8420,-4.101,—,2582.659,—,-62.023,5089,—,—,—,—,—,1355.85,21.698,1377.548,-71.947,—,—,—,13631.662,389.937,-883.968,8420,—,—,—,1355.85,21.698,1377.548,-71.947,—,—,—,13631.662,389.937,-883.968,8420,—,—,—,19173.72,575.95,19749.67,-384.963,—,12847.716,1105.233,904.075,-1378.906,307299,18550.501,14.222,18564.723,-394.876,—,11716.316,1072.848,817.09,-1343.572,280585,623.219,561.728,1184.947,9.913,—,1131.4,32.385,86.985,-35.334,26714,1355.85,21.698,1377.548,-71.947,—,—,—,13631.662,389.937,-883.968,8420,-4.101,—,2582.659,—,-62.023,5089,29062.037,1355.85,21.698,1377.548,-71.947,—,—,—,13631.662,389.937,-883.968,8420,19173.72,575.95,19749.67,-384.963,—,12847.716,1105.233,904.075,-1378.906,307299,18550.501,14.222,18564.723,-394.876,—,11716.316,1072.848,817.09,-1343.572,280585,623.219,561.728,1184.947,9.913,—,1131.4,32.385,86.985,-35.334,26714,-4.101,—,2582.659,—,-62.023,5089,1495.17,19173.72,575.95,19749.67,-384.963,—,12847.716,1105.233,904.075,-1378.906,307299,18550.501,14.222,18564.723,-394.876,—,11716.316,1072.848,817.09,-1343.572,280585,623.219,561.728,1184.947,9.913,—,1131.4,32.385,86.985,-35.334,26714,1355.85,21.698,1377.548,-71.947,—,—,—,13631.662,389.937,-883.968,8420,-4.101,—,2582.659,—,-62.023,5089,904.075,19173.72,575.95,19749.67,-384.963,—,12847.716,1105.233,904.075,-1378.906,307299,623.219,561.728,1184.947,9.913,—,1131.4,32.385,86.985,-35.334,26714,18550.501,14.222,18564.723,-394.876,—,11716.316,1072.848,817.09,-1343.572,280585,-2324.897,-4.101,—,2582.659,—,-62.023,5089,19173.72,575.95,19749.67,-384.963,—,12847.716,1105.233,904.075,-1378.906,307299,623.219,561.728,1184.947,9.913,—,1131.4,32.385,86.985,-35.334,26714,18550.501,14.222,18564.723,-394.876,—,11716.316,1072.848,817.09,-1343.572,280585,1355.85,21.698,1377.548,-71.947,—,—,—,13631.662,389.937,-883.968,8420,320808,19173.72,575.95,19749.67,-384.963,—,12847.716,1105.233,904.075,-1378.906,307299,18550.501,14.222,18564.723,-394.876,—,11716.316,1072.848,817.09,-1343.572,280585,623.219,561.728,1184.947,9.913,—,1131.4,32.385,86.985,-35.334,26714,1355.85,21.698,1377.548,-71.947,—,—,—,13631.662,389.937,-883.968,8420,-4.101,—,2582.659,—,-62.023,5089,—,—,
